0.3499999, 0, 0, 5, 0.9712372, 0, 672.4567, -1501.829, -4.456496, 0.008331402, 0.1029945, 36.33662, 1.897572, 1.576823, 9.647517
0.6699997, -0.2589059, -0.07258768, 6.296603, 1.012645, 0.4248618196078383749888639423, 2534.959, -1513.926, -4.456496, 0.008331402, 0.1029945, 70.60824, 1.897572, 1.565041, 9.759288
 
0.6799996, -0.2573353, -0.07517674, 6.380634, 1.013959, 0.4127210358508115234414639423, 2613.798, -1514.312, -4.456496, 0.008331402, 0.1029945, 71.70029, 1.897572, 1.564673, 9.76278
 
0.6899996, -0.2553821, -0.07775009, 6.464785, 1.015273, 0.4006421957187655884247639423, 2693.927, -1514.697, -4.456496, 0.008331402, 0.1029945, 72.79358, 1.897572, 1.564305, 9.766273
 
0.6999996, -0.2530337, -0.08030391, 6.549053, 1.016589, 0.3886183795335381810497360577, 2775.348, -1515.083, -4.456496, 0.008331402, 0.1029945, 73.88807, 1.897572, 1.563937, 9.769766
 
0.7099996, -0.2502788, -0.08283425, 6.633438, 1.017906, 0.3766433345739039021797, 2858.065, -1515.469, -4.456496, 0.008331402, 0.1029945, 74.98378, 1.897572, 1.563569, 9.773259
 
0.7199996, -0.2471073, -0.08533704, 6.717895, 1.019179, 0.3647133925767389043905639423, 2942.08, -1515.856, -4.456496, 0.008331402, 0.1029945, 76.0807, 1.897572, 1.563201, 9.776752
 
0.7299996, -0.2435079, -0.08780812, 6.80256, 1.020543, 0.3528246351700718249458639423, 3027.399, -1516.243, -4.456496, 0.008331402, 0.1029945, 77.17884, 1.897572, 1.562832, 9.780245
 
0.7399996, -0.2394711, -0.0902432, 6.887297, 1.021863, 0.3409728938730821184044360577, 3114.025, -1516.631, -4.456496, 0.008331402, 0.1029945, 78.2782, 1.897572, 1.562464, 9.783737
 
0.7499996, -0.2349867, -0.09263791, 6.972149, 1.023184, 0.3291555008580485040341360577, 3201.958, -1517.019, -4.456496, 0.008331402, 0.1029945, 79.37875, 1.897572, 1.562096, 9.78723
 
0.7599996, -0.2300463, -0.09498778, 7.057075, 1.024462, 0.3173705386237930807361, 3291.206, -1517.407, -4.456496, 0.008331402, 0.1029945, 80.48052, 1.897572, 1.561728, 9.790724
 
0.7699996, -0.2246401, -0.09728824, 7.142204, 1.02583, 0.30561633977798629642, 3381.768, -1517.796, -4.456496, 0.008331402, 0.1029945, 81.5835, 1.897572, 1.56136, 9.794216
 
0.7799996, -0.2187629, -0.09953465, 7.22736, 1.02711, 0.2938934045383281838875639423, 3473.65, -1518.186, -4.456496, 0.008331402, 0.1029945, 82.68768, 1.897572, 1.560992, 9.797709
 
0.7899995, -0.2124052, -0.1017223, 7.312718, 1.028481, 0.2822004823605703285268, 3566.852, -1518.576, -4.456496, 0.008331402, 0.1029945, 83.79303, 1.897572, 1.560623, 9.801202
 
0.7999995, -0.2055631, -0.1038463, 7.398102, 1.029763, 0.2705384903104955680101, 3661.38, -1518.966, -4.456496, 0.008331402, 0.1029945, 84.89959, 1.897572, 1.560255, 9.804695
 
0.8099995, -0.1982297, -0.105902, 7.483644, 1.03109, 0.2589080953450342225205, 3757.236, -1519.356, -4.456496, 0.008331402, 0.1029945, 86.00734, 1.897572, 1.559887, 9.808187
 
0.8199995, -0.1903998, -0.1078843, 7.569345, 1.032464, 0.247310131160350234407, 3854.424, -1519.747, -4.456496, 0.008331402, 0.1029945, 87.11626, 1.897572, 1.559519, 9.811681
 
0.8299995, -0.1820723, -0.1097882, 7.65507, 1.03375, 0.2357475990626329624298360577, 3952.945, -1520.139, -4.456496, 0.008331402, 0.1029945, 88.22638, 1.897572, 1.559151, 9.815173
 
0.8399995, -0.1732436, -0.111609, 7.740952, 1.035081, 0.2242230001403759010283360577, 4052.805, -1520.531, -4.456496, 0.008331402, 0.1029945, 89.33768, 1.897572, 1.558783, 9.818666
 
0.8499995, -0.1639122, -0.1133414, 7.826992, 1.036458, 0.2127394190693856368938, 4154.004, -1520.923, -4.456496, 0.008331402, 0.1029945, 90.45016, 1.897572, 1.558414, 9.822159
 
0.8599995, -0.1540793, -0.1149805, 7.913052, 1.037747, 0.2013001906343154383337360577, 4256.546, -1521.316, -4.456496, 0.008331402, 0.1029945, 91.5638, 1.897572, 1.558046, 9.825652
 
0.8699995, -0.1437461, -0.1165213, 7.999269, 1.039082, 0.1899104003817686884617, 4360.435, -1521.709, -4.456496, 0.008331402, 0.1029945, 92.6786, 1.897572, 1.557678, 9.829144
 
0.8799995, -0.132915, -0.1179588, 8.085595, 1.040417, 0.1785743001621781584729360577, 4465.673, -1522.103, -4.456496, 0.008331402, 0.1029945, 93.79459, 1.897572, 1.55731, 9.832638
 
0.8899994, -0.1215905, -0.1192879, 8.172033, 1.041754, 0.167296975522147231481, 4572.261, -1522.497, -4.456496, 0.008331402, 0.1029945, 94.91172, 1.897572, 1.556942, 9.83613
 
0.8999994, -0.1097778, -0.1205038, 8.258581, 1.043092, 0.1560840955955890480667639423, 4680.205, -1522.891, -4.456496, 0.008331402, 0.1029945, 96.03, 1.897572, 1.556574, 9.839623
 
0.9099994, -0.09748539, -0.1216016, 8.345237, 1.044431, 0.1449423299518134796299, 4789.504, -1523.286, -4.456496, 0.008331402, 0.1029945, 97.14943, 1.897572, 1.556206, 9.843116
 
0.9199994, -0.08472109, -0.1225765, 8.432001, 1.045771, 0.1338775144639706237019, 4900.166, -1523.681, -4.456496, 0.008331402, 0.1029945, 98.27002, 1.897572, 1.555837, 9.846609
 
0.9299994, -0.07149654, -0.1234237, 8.518854, 1.04709, 0.1228971523975351277276, 5012.191, -1524.077, -4.456496, 0.008331402, 0.1029945, 99.39176, 1.897572, 1.555469, 9.850101
 
0.9399994, -0.05782251, -0.1241386, 8.605835, 1.048432, 0.112007913321818530499, 5125.581, -1524.473, -4.456496, 0.008331402, 0.1029945, 100.5146, 1.897572, 1.555101, 9.853595
 
0.9499994, -0.04371433, -0.1247169, 8.692945, 1.049798, 0.1012184676769258324457, 5240.338, -1524.87, -4.456496, 0.008331402, 0.1029945, 101.6386, 1.897572, 1.554733, 9.857087
 
0.9599994, -0.02918918, -0.125154, 8.780118, 1.05112, 0.090536902315647274353, 5356.468, -1525.267, -4.456496, 0.008331402, 0.1029945, 102.7638, 1.897572, 1.554365, 9.86058
 
0.9699994, -0.01426267, -0.1254459, 8.867418, 1.052466, 0.07997095393838424121962, 5473.968, -1525.664, -4.456496, 0.008331402, 0.1029945, 103.89, 1.897572, 1.553997, 9.864073
 
0.9799994, 0.001043825, -0.1255886, 8.954826, 1.053813, 0.06953006832267419985973, 5592.847, -1526.062, -4.456496, 0.008331402, 0.1029945, 105.0174, 1.897572, 1.553628, 9.867566
 
0.9899994, 0.01670999, -0.1255781, 9.042338, 1.055161, 0.05922246571269362183447, 5713.103, -1526.46, -4.456496, 0.008331402, 0.1029945, 106.1459, 1.897572, 1.55326, 9.871058
 
0.9999993, 0.03270974, -0.125411, 9.129953, 1.05651, 0.04905883409326424805802, 5834.74, -1526.859, -4.456496, 0.008331402, 0.1029945, 107.2755, 1.897572, 1.552892, 9.874552
 
1.009999, 0.04901949, -0.1250839, 9.217651, 1.057838, 0.0390473186759077119104936058, 5957.761, -1527.258, -4.456496, 0.008331402, 0.1029945, 108.4063, 1.897572, 1.552524, 9.878044
 
1.019999, 0.06560948, -0.1245937, 9.305498, 1.059212, 0.0291993077502236326184636058, 6082.169, -1527.658, -4.456496, 0.008331402, 0.1029945, 109.5381, 1.897572, 1.552156, 9.881537
 
1.029999, 0.08245026, -0.1239376, 9.393426, 1.060564, 0.0195240803545166885263, 6207.967, -1528.058, -4.456496, 0.008331402, 0.1029945, 110.671, 1.897572, 1.551788, 9.88503
 
1.039999, 0.09951013, -0.1231131, 9.481434, 1.061895, 0.01003168252756221820022, 6335.155, -1528.458, -4.456496, 0.008331402, 0.1029945, 111.8051, 1.897572, 1.551419, 9.888523
 
1.049999, 0.1167556, -0.122118, 9.569591, 1.063272, 0.0007325974984041816831056, 6463.738, -1528.859, -4.456496, 0.008331402, 0.1029945, 112.9402, 1.897572, 1.551051, 9.892015
 
1.059999, 0.1341488, -0.1209505, 9.657803, 1.064606, -0.00836228932888405856262, 6593.717, -1529.26, -4.456496, 0.008331402, 0.1029945, 114.0764, 1.897572, 1.550683, 9.895509
 
1.069999, 0.1516528, -0.119609, 9.74614, 1.065963, -0.01724270414973500818176, 6725.095, -1529.662, -4.456496, 0.008331402, 0.1029945, 115.2138, 1.897572, 1.550315, 9.899001
 
1.079999, 0.1692265, -0.1180925, 9.834599, 1.067344, -0.02589752912558479758499, 6857.873, -1530.064, -4.456496, 0.008331402, 0.1029945, 116.3522, 1.897572, 1.549947, 9.902494
 
1.089999, 0.1868259, -0.1164002, 9.923091, 1.068657, -0.0343157594670694711351263942, 6992.055, -1530.467, -4.456496, 0.008331402, 0.1029945, 117.4916, 1.897572, 1.549579, 9.905987
 
1.099999, 0.2044103, -0.1145319, 10.01175, 1.07004, -0.04248763259210901381653, 7127.639, -1530.87, -4.456496, 0.008331402, 0.1029945, 118.6322, 1.897572, 1.54921, 9.90948
 
1.109999, 0.2219316, -0.1124878, 10.10048, 1.071401, -0.0504019853090685710545563942, 7264.632, -1531.273, -4.456496, 0.008331402, 0.1029945, 119.7738, 1.897572, 1.548842, 9.912972
 
1.119999, 0.2393301, -0.1102685, 10.18855, 1.072123, -0.05804810462224115018609, 7402.833, -1531.677, -4.456496, 0.008331402, 0.1029945, 120.9148, 1.897572, 1.548474, 9.916466
 
1.129999, 0.2565547, -0.1078752, 10.27561, 1.07188, -0.0654171867001356867449236058, 7542.214, -1532.081, -4.456496, 0.008331402, 0.1029945, 122.055, 1.897572, 1.548106, 9.919958
 
1.139999, 0.2735639, -0.1053097, 10.36265, 1.071661, -0.0724986019166621658901563942, 7682.772, -1532.486, -4.456496, 0.008331402, 0.1029945, 123.1945, 1.897572, 1.547738, 9.923451
 
1.149999, 0.2903027, -0.102574, 10.44965, 1.071439, -0.07928182902623113495971, 7824.504, -1532.891, -4.456496, 0.008331402, 0.1029945, 124.3332, 1.897572, 1.54737, 9.926944
 
1.159999, 0.3067195, -0.099671, 10.53656, 1.071171, -0.0857585727520117010595, 7967.405, -1533.297, -4.456496, 0.008331402, 0.1029945, 125.4711, 1.897572, 1.547001, 9.930437
 
1.169999, 0.3227567, -0.0966038, 10.62347, 1.070947, -0.091918336859299746646, 8111.471, -1533.703, -4.456496, 0.008331402, 0.1029945, 126.6082, 1.897572, 1.546633, 9.933929
 
1.179999, 0.3383588, -0.09337623, 10.71032, 1.070722, -0.0977526259841846991829, 8256.691, -1534.109, -4.456496, 0.008331402, 0.1029945, 127.7445, 1.897572, 1.546265, 9.937423
 
1.189999, 0.353468, -0.08999265, 10.79712, 1.070473, -0.1032525195777123755359, 8403.069, -1534.516, -4.456496, 0.008331402, 0.1029945, 128.8799, 1.897572, 1.545897, 9.940915
 
1.199999, 0.3680282, -0.08645797, 10.88386, 1.070223, -0.1084103476351745060942, 8550.595, -1534.923, -4.456496, 0.008331402, 0.1029945, 130.0146, 1.897572, 1.545529, 9.944408
 
1.209999, 0.3819784, -0.08277769, 10.97057, 1.069995, -0.1132171062380005134886, 8699.265, -1535.331, -4.456496, 0.008331402, 0.1029945, 131.1484, 1.897572, 1.545161, 9.947901
 
1.219999, 0.3952642, -0.0789579, 11.05722, 1.069742, -0.117667042882659195511, 8849.078, -1535.739, -4.456496, 0.008331402, 0.1029945, 132.2814, 1.897572, 1.544792, 9.951394
 
1.229999, 0.4078254, -0.07500526, 11.14383, 1.069512, -0.1217524875644422825506, 9000.027, -1536.147, -4.456496, 0.008331402, 0.1029945, 133.4135, 1.897572, 1.544424, 9.954886
 
1.239999, 0.4196037, -0.070927, 11.23038, 1.069257, -0.1254670208228874185201, 9152.109, -1536.556, -4.456496, 0.008331402, 0.1029945, 134.5448, 1.897572, 1.544056, 9.95838
 
1.249999, 0.4305426, -0.06673096, 11.31687, 1.069001, -0.1288053903721617666208, 9305.322, -1536.965, -4.456496, 0.008331402, 0.1029945, 135.6753, 1.897572, 1.543688, 9.961872
 
1.259999, 0.4405849, -0.06242554, 11.40334, 1.068767, -0.1317624272960488842889, 9459.658, -1537.375, -4.456496, 0.008331402, 0.1029945, 136.805, 1.897572, 1.54332, 9.965365
 
1.269999, 0.4496776, -0.05801969, 11.48975, 1.068532, -0.1343345467010438194237, 9615.114, -1537.786, -4.456496, 0.008331402, 0.1029945, 137.9338, 1.897572, 1.542952, 9.968858
 
1.279999, 0.4577638, -0.05352291, 11.57609, 1.068272, -0.1365174133670940718104, 9771.688, -1538.196, -4.456496, 0.008331402, 0.1029945, 139.0617, 1.897572, 1.542583, 9.972351
 
1.289999, 0.4647949, -0.04894527, 11.66238, 1.068012, -0.1383096100107209394557, 9929.371, -1538.607, -4.456496, 0.008331402, 0.1029945, 140.1888, 1.897572, 1.542215, 9.975843
 
1.299999, 0.4707192, -0.04429733, 11.74864, 1.067773, -0.1397086355434325953126, 10088.16, -1539.019, -4.456496, 0.008331402, 0.1029945, 141.3151, 1.897572, 1.541847, 9.979337
 
1.309999, 0.4754866, -0.03959014, 11.83481, 1.06751, -0.140712905942517548918, 10248.05, -1539.431, -4.456496, 0.008331402, 0.1029945, 142.4404, 1.897572, 1.541479, 9.982829
 
1.319999, 0.4790567, -0.03483527, 11.92094, 1.067246, -0.1413238384914545022652, 10409.04, -1539.843, -4.456496, 0.008331402, 0.1029945, 143.565, 1.897572, 1.541111, 9.986322
 
1.329999, 0.481383, -0.0300447, 12.00703, 1.067004, -0.1415410163421614841797, 10571.12, -1540.256, -4.456496, 0.008331402, 0.1029945, 144.6886, 1.897572, 1.540743, 9.989815
 
1.339999, 0.4824273, -0.02523087, 12.09307, 1.066761, -0.1413666071046647447689, 10734.29, -1540.669, -4.456496, 0.008331402, 0.1029945, 145.8114, 1.897572, 1.540375, 9.993308
 
1.349999, 0.4821556, -0.0204066, 12.17902, 1.066493, -0.1408038621940036591939, 10898.54, -1541.083, -4.456496, 0.008331402, 0.1029945, 146.9333, 1.897572, 1.540006, 9.9968
 
1.359999, 0.4805369, -0.01558504, 12.26493, 1.066224, -0.139856699982148756495, 11063.87, -1541.497, -4.456496, 0.008331402, 0.1029945, 148.0543, 1.897572, 1.539638, 10.00029
 
1.369999, 0.4775419, -0.01077967, 12.35077, 1.065954, -0.1385295390587689311219, 11230.27, -1541.911, -4.456496, 0.008331402, 0.1029945, 149.1744, 1.897572, 1.53927, 10.00379
 
1.379999, 0.4731479, -0.006004256, 12.43658, 1.065706, -0.1368284654058609622223, 11397.75, -1542.326, -4.456496, 0.008331402, 0.1029945, 150.2936, 1.897572, 1.538902, 10.00728
 
1.389999, 0.4673353, -0.001272777, 12.52233, 1.065457, -0.1347598984838872058835, 11566.29, -1542.742, -4.456496, 0.008331402, 0.1029945, 151.412, 1.897572, 1.538534, 10.01077
 
1.399999, 0.4600939, 0.003400576, 12.60799, 1.065183, -0.1323329255810346337096, 11735.89, -1543.157, -4.456496, 0.008331402, 0.1029945, 152.5294, 1.897572, 1.538166, 10.01427
 
1.409999, 0.4514136, 0.008001516, 12.6936, 1.064909, -0.1295558002893262749557, 11906.54, -1543.573, -4.456496, 0.008331402, 0.1029945, 153.646, 1.897572, 1.537797, 10.01776
 
1.419999, 0.4412899, 0.01251565, 12.77917, 1.064656, -0.1264381934842638608702, 12078.25, -1543.99, -4.456496, 0.008331402, 0.1029945, 154.7616, 1.897572, 1.537429, 10.02125
 
1.429999, 0.4297305, 0.01692855, 12.86466, 1.064379, -0.1229925272386901324532, 12251.01, -1544.407, -4.456496, 0.008331402, 0.1029945, 155.8763, 1.897572, 1.537061, 10.02474
 
1.439999, 0.4167441, 0.02122586, 12.95011, 1.064124, -0.1192308901469822537652, 12424.81, -1544.825, -4.456496, 0.008331402, 0.1029945, 156.9902, 1.897572, 1.536693, 10.02824
 
1.449999, 0.4023453, 0.0253933, 13.03548, 1.063844, -0.1151662044996813312157, 12599.64, -1545.242, -4.456496, 0.008331402, 0.1029945, 158.1031, 1.897572, 1.536325, 10.03173
 
1.459999, 0.3865522, 0.02941675, 13.12061, 1.063423, -0.110812393022725202033, 12775.44, -1545.661, -4.456496, 0.008331402, 0.1029945, 159.2146, 1.897572, 1.535957, 10.03522
 
1.469999, 0.3693967, 0.03328227, 13.20533, 1.062695, -0.106185379312845165083, 12952.17, -1546.079, -4.456496, 0.008331402, 0.1029945, 160.3247, 1.897572, 1.535588, 10.03871
 
1.479999, 0.3509128, 0.03697624, 13.28989, 1.061917, -0.1013014204452380961712, 13129.83, -1546.499, -4.456496, 0.008331402, 0.1029945, 161.4333, 1.897572, 1.53522, 10.04221
 
1.489999, 0.3311454, 0.04048537, 13.37442, 1.061209, -0.0961781074089631788615, 13308.42, -1546.918, -4.456496, 0.008331402, 0.1029945, 162.5404, 1.897572, 1.534852, 10.0457
 
1.499999, 0.3101425, 0.04379682, 13.45878, 1.060428, -0.0908334480411615678923, 13487.92, -1547.338, -4.456496, 0.008331402, 0.1029945, 163.646, 1.897572, 1.534484, 10.04919
 
1.509999, 0.2879596, 0.04689825, 13.54305, 1.059668, -0.0852859503966727834114, 13668.34, -1547.759, -4.456496, 0.008331402, 0.1029945, 164.7502, 1.897572, 1.534116, 10.05269
 
1.519999, 0.2646589, 0.04977785, 13.62723, 1.058931, -0.0795554981290069338120663942, 13849.65, -1548.18, -4.456496, 0.008331402, 0.1029945, 165.8528, 1.897572, 1.533748, 10.05618
 
1.529999, 0.24031, 0.05242443, 13.71128, 1.058168, -0.0736622583483694510381436058, 14031.86, -1548.601, -4.456496, 0.008331402, 0.1029945, 166.9539, 1.897572, 1.533379, 10.05967
 
1.539999, 0.2149934, 0.05482753, 13.79522, 1.057403, -0.06762850741626137487261, 14214.96, -1549.023, -4.456496, 0.008331402, 0.1029945, 168.0535, 1.897572, 1.533011, 10.06316
 
1.549999, 0.1887889, 0.05697747, 13.87905, 1.056636, -0.0614751044107041260393636058, 14398.94, -1549.445, -4.456496, 0.008331402, 0.1029945, 169.1515, 1.897572, 1.532643, 10.06666
 
1.559999, 0.1617829, 0.05886536, 13.96279, 1.055891, -0.0552238088015768499561536058, 14583.79, -1549.867, -4.456496, 0.008331402, 0.1029945, 170.2481, 1.897572, 1.532275, 10.07015
 
1.569999, 0.1340723, 0.06048319, 14.04639, 1.055121, -0.04889758058123451891444, 14769.51, -1550.29, -4.456496, 0.008331402, 0.1029945, 171.3431, 1.897572, 1.531907, 10.07364
 
1.579999, 0.1057608, 0.06182391, 14.12988, 1.054348, -0.04252014674250276542753, 14956.09, -1550.714, -4.456496, 0.008331402, 0.1029945, 172.4365, 1.897572, 1.531539, 10.07714
 
1.589999, 0.07695322, 0.06288152, 14.21326, 1.053574, -0.0361144339298901708321563942, 15143.52, -1551.138, -4.456496, 0.008331402, 0.1029945, 173.5284, 1.897572, 1.53117, 10.08063
 
1.599999, 0.0477669, 0.06365106, 14.29655, 1.052822, -0.0297052946260435230735436058, 15331.79, -1551.562, -4.456496, 0.008331402, 0.1029945, 174.6187, 1.897572, 1.530802, 10.08412
 
1.609999, 0.01831686, 0.06412873, 14.37967, 1.05202, -0.02331593893216747736555, 15520.9, -1551.987, -4.456496, 0.008331402, 0.1029945, 175.7075, 1.897572, 1.530434, 10.08761
 
1.619999, -0.01127768, 0.06431189, 14.46272, 1.051264, -0.0169698770800849578411263942, 15710.83, -1552.412, -4.456496, 0.008331402, 0.1029945, 176.7947, 1.897572, 1.530066, 10.09111
 
1.629999, -0.04089076, 0.06419911, 14.54563, 1.050482, -0.01069087774742979413103, 15901.59, -1552.837, -4.456496, 0.008331402, 0.1029945, 177.8803, 1.897572, 1.529698, 10.0946
 
1.639999, -0.07039133, 0.0637902, 14.62845, 1.049723, -0.0045030997816409493964703606, 16093.16, -1553.263, -4.456496, 0.008331402, 0.1029945, 178.9643, 1.897572, 1.52933, 10.09809
 
1.649999, -0.09965391, 0.06308629, 14.7111, 1.048913, 0.0015714447374650732175986394, 16285.54, -1553.69, -4.456496, 0.008331402, 0.1029945, 180.0467, 1.897572, 1.528961, 10.10159
 
1.659999, -0.1285352, 0.06208975, 14.79368, 1.04815, 0.0075077365880083721546486394, 16478.71, -1554.117, -4.456496, 0.008331402, 0.1029945, 181.1275, 1.897572, 1.528593, 10.10508
 
1.669999, -0.1569092, 0.0608044, 14.87611, 1.047361, 0.01328518180734723517272, 16672.68, -1554.544, -4.456496, 0.008331402, 0.1029945, 182.2067, 1.897572, 1.528225, 10.10857
 
1.679999, -0.184632, 0.0592353, 14.95843, 1.046569, 0.01888031685064368547548, 16867.44, -1554.972, -4.456496, 0.008331402, 0.1029945, 183.2843, 1.897572, 1.527857, 10.11206
 
1.689999, -0.2115714, 0.05738898, 15.04062, 1.045777, 0.02427263862813788053701, 17062.97, -1555.4, -4.456496, 0.008331402, 0.1029945, 184.3604, 1.897572, 1.527489, 10.11556
 
1.699999, -0.2375873, 0.05527327, 15.12271, 1.045006, 0.02944085453980273276385, 17259.27, -1555.828, -4.456496, 0.008331402, 0.1029945, 185.4347, 1.897572, 1.527121, 10.11905
 
