Time ,Thrust N,x-Thrust N,y-Thrust N,Acceleration Meters/sec/sec,x-Acceleration Meters/sec/sec,y-Acceleration Meters/sec/sec,Acceleration Total Meters/sec/sec,x-Acceleration Total Meters/sec/sec,y-Acceleration Total Meters/sec/sec,Velocity Meters / Sec,x-Velocity Meters / Sec,y-Velocity Meters / Sec,Mach number ,Altitude Meters,Range Meters,Cd ,Drag force N,x-Drag force N,y-Drag force N,Longitudinal moment of inertia Grams-Centimeters^2,Radial moment of inertia Grams-Centimeters^2,Flight angle Deg.,Gamma - Velocity tangent angle Deg.,Wind angle of attack Deg.,CG Centimeters,Mass Grams,CP Centimeters,CNa - normal force coefficient ,Static stability margin Calibers,Angular acceleration Rad/s/s,Torque N-m,Pitch rate rad/s,Pitch force N,x-Wind velocity Kilometers / Hour,Cross wind drag N,Cross wind lift N,X Wind induced acceleration Meters/sec/sec,Y Wind induced lift Meters/sec/sec,X Wind drift velocity Meters / Sec,Y Wind drift velocity Meters / Sec,Thermal rise velocity Kilometers / Hour,Gravity Meters/sec/sec,Pressure KPa,Temperature Degrees Centigrade,Density kg/m^3,Viscosity ?,Kinematic viscosity ?,Sound velocity Meters / Sec,Corrective moment coefficient ,Damping moment coefficient ,Nat. Freq. at zero roll rate rad/s,Damping Ratio ,Prec. Freq. rad/s,Nat. Coupled Frequency rad/s,Coupled Damping Ratio ,Booster 2 Velocity Meters / Sec,Booster 2 x-Velocity Meters / Sec,Booster 2 y-Velocity Meters / Sec,Booster 2 range Meters,Booster 2 altitude Meters,Booster 2 flight angle Deg.,Booster 1 Velocity Meters / Sec,Booster 1 x-Velocity Meters / Sec,Booster 1 y-Velocity Meters / Sec,Booster 1 range Meters,Booster 1 altitude Meters,Booster 1 flight angle 
 8.085000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.100000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.115000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.130000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.145000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.160000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.175000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.190000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.205000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.220000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.235000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.250000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.265000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.280000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.295000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.310000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.325000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.340000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.355000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.370000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.385000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.400000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.415000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.430000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.445000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.460000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.475000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
 8.490000, 0.000000, 0.000000, 0.000000,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 1.#INF00,-1.#IND00,-1.#IND00, 0.000000,-1.#IND00,11766.723586,189.756000, 8.337197,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-1.#IND00,101324.762863,15.918000, 1.221105, 0.000018, 0.000158,340.836000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
