# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s),Dynamic Pressure (mbar)
0.1,0.42345,9.1567,100.05,9.1567,100.05,0,0,0,0,0,0,28.61,-80.6,9.7884,13.092,0,0,0,18085,2582.6,13.113,0.028505,NaN,158.65,NaN,0.027185,1523869,1986.9,0.35714,0.65952,0.83081,0.43465,0.10477,0.1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011724,10.3,83.323,90,0,NaN,23.955,995.68,345.82,0.01,0.025251,0.97888
0.11,0.52002,10.158,100.35,10.158,100.35,0,0,0,0,0,0,28.61,-80.6,9.7884,11.848,0,0,0,18076,2573.2,13.109,0.028499,NaN,158.62,NaN,0.030013,1682356,1991.3,0.42121,0.65146,0.80394,0.42657,0.10478,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0013005,10.3,83.323,90,0,NaN,23.954,995.67,345.82,0.01,0.026806,1.2046
0.12,0.62662,11.162,100.65,11.162,100.65,0,0,0,0,0,0,28.61,-80.6,9.7884,10.816,0,0,0,18066,2563.7,13.104,0.028492,NaN,158.58,NaN,0.03286,1841973,1995.7,0.48955,0.64429,0.77946,0.41936,0.10479,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014291,10.3,83.323,90,0,NaN,23.954,995.67,345.82,0.01,0.028544,1.4545
0.13,0.74327,12.169,100.95,12.169,100.95,0,0,0,0,0,0,28.61,-80.6,9.7884,9.9468,0,0,0,18057,2554.3,13.099,0.028485,NaN,158.55,NaN,0.035725,2002567,2000.1,0.56248,0.63783,0.7577,0.41287,0.1048,0.12017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001558,10.3,83.323,90,0,NaN,23.954,995.66,345.81,0.01,0.030394,1.7287
0.14,0.87,13.179,101.25,13.179,101.25,0,0,0,0,0,0,28.61,-80.6,9.7884,9.2045,0,0,0,18047,2544.8,13.094,0.028479,NaN,158.51,NaN,0.038606,2164029,2004.6,0.64024,0.63198,0.73854,0.40698,0.10481,0.12019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016873,10.3,83.323,90,0,NaN,23.953,995.65,345.81,0.01,0.032032,2.0276
0.15,1.0069,14.192,101.52,14.192,101.52,0,0,0,0,0,0,28.61,-80.6,9.7884,8.5636,0,0,0,18038,2535.4,13.09,0.028472,NaN,158.47,NaN,0.041501,2326280,2008.6,0.72297,0.62665,0.7217,0.40161,0.10482,0.12022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001817,10.3,83.323,90,0,NaN,23.952,995.65,345.81,0.01,0.033705,2.3512
0.16,1.1538,15.207,101.67,15.207,101.67,0,0,0,0,0,0,28.61,-80.6,9.7884,8.0166,0,0,0,18028,2525.8,13.085,0.028465,NaN,158.44,NaN,0.044409,2489298,2010.2,0.81106,0.62175,0.70706,0.39666,0.10483,0.12026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019471,10.3,83.323,90,0,NaN,23.952,995.64,345.81,0.01,0.035797,2.6998
0.17,1.311,16.224,101.79,16.224,101.79,0,0,0,0,0,0,28.61,-80.6,9.7884,7.5362,0,0,0,18019,2516.1,13.08,0.028458,NaN,158.4,NaN,0.047325,2652741,2011.3,0.90424,0.61723,0.69414,0.3921,0.10484,0.12029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020773,10.3,83.323,90,0,NaN,23.951,995.63,345.81,0.01,0.037428,3.0731
0.18,1.4783,17.243,101.91,17.243,101.91,0,0,0,0,0,0,28.61,-80.6,9.7884,7.1111,0,0,0,18009,2506.2,13.075,0.028451,NaN,158.36,NaN,0.050248,2816541,2012.5,1.0025,0.61306,0.68268,0.38788,0.10485,0.12033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0022077,10.3,83.323,90,0,NaN,23.95,995.62,345.81,0.01,0.038842,3.4709
0.19,1.6559,18.262,102.03,18.262,102.03,0,0,0,0,0,0,28.61,-80.6,9.7884,6.7324,0,0,0,17999,2496.3,13.07,0.028445,NaN,158.33,NaN,0.053176,2980671,2013.7,1.106,0.60918,0.67246,0.38394,0.10487,0.12037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0023382,10.3,83.323,90,0,NaN,23.95,995.61,345.81,0.01,0.040428,3.8935
0.2,1.8436,19.283,102.15,19.283,102.15,0,0,0,0,0,0,28.61,-80.6,9.7884,6.3928,0,0,0,17989,2486.5,13.065,0.028438,NaN,158.29,NaN,0.05611,3145108,2014.8,1.2146,0.60556,0.6633,0.38027,0.10488,0.12041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024689,10.3,83.323,90,0,NaN,23.949,995.6,345.81,0.01,0.042352,4.3408
0.21,2.0415,20.305,102.27,20.305,102.27,0,0,0,0,0,0,28.61,-80.6,9.7884,6.066,0,0,0,17979,2476.6,13.06,0.028431,NaN,158.25,NaN,0.059047,3309710,2016,1.3277,0.60217,0.65476,0.37682,0.10489,0.12045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025997,10.3,83.323,90,0,NaN,23.948,995.59,345.81,0.01,0.043965,4.8131
0.22,2.2497,21.328,102.39,21.328,102.39,0,0,0,0,0,0,28.61,-80.6,9.7884,5.7699,0,0,0,17969,2466.8,13.055,0.028424,NaN,158.21,NaN,0.06199,3474599,2017.2,1.4461,0.59899,0.64704,0.37358,0.10491,0.1205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027307,10.3,83.323,90,0,NaN,23.947,995.57,345.81,0.01,0.045005,5.3103
0.23,2.4681,22.352,102.51,22.352,102.51,0,0,0,0,0,0,28.61,-80.6,9.7883,5.5004,0,0,0,17960,2456.9,13.051,0.028417,NaN,158.18,NaN,0.064937,3639763,2018.4,1.5697,0.596,0.64004,0.37052,0.10493,0.12055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028619,10.3,83.323,90,0,NaN,23.946,995.56,345.81,0.01,0.046,5.8326
0.24,2.6967,23.378,102.63,23.378,102.63,0,0,0,0,0,0,28.61,-80.6,9.7883,5.254,0,0,0,17950,2447.1,13.046,0.02841,NaN,158.14,NaN,0.067889,3805191,2019.5,1.6985,0.59318,0.63366,0.36763,0.10494,0.1206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029932,10.3,83.323,90,0,NaN,23.945,995.55,345.81,0.01,0.047286,6.3801
0.25,2.9357,24.405,102.75,24.405,102.75,0,0,0,0,0,0,28.61,-80.6,9.7883,5.0278,0,0,0,17940,2437.2,13.041,0.028403,NaN,158.1,NaN,0.070846,3970873,2020.7,1.8326,0.5905,0.62782,0.36489,0.10496,0.12065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0031247,10.3,83.323,90,0,NaN,23.944,995.53,345.81,0.01,0.048849,6.9527
0.26,3.1848,25.433,102.87,25.433,102.87,0,0,0,0,0,0,28.61,-80.6,9.7883,4.8417,0,0,0,17930,2427.4,13.036,0.028396,NaN,158.06,NaN,0.073809,4136936,2021.9,1.973,0.58797,0.62274,0.36228,0.10498,0.12071,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0032563,10.3,83.323,90,0,NaN,23.943,995.52,345.81,0.01,0.050293,7.5507
0.27,3.4443,26.462,102.99,26.462,102.99,0,0,0,0,0,0,28.61,-80.6,9.7883,4.6698,0,0,0,17920,2417.5,13.031,0.028389,NaN,158.02,NaN,0.076777,4303228,2023.1,2.1187,0.58556,0.61804,0.35979,0.105,0.12077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003388,10.3,83.323,90,0,NaN,23.942,995.5,345.81,0.01,0.051923,8.174
0.28,3.7141,27.492,103.11,27.492,103.11,0,0,0,0,0,0,28.61,-80.6,9.7883,4.5105,0,0,0,17910,2407.6,13.026,0.028382,NaN,157.99,NaN,0.079749,4469744,2024.2,2.2698,0.58327,0.61369,0.35742,0.10502,0.12083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00352,10.3,83.323,90,0,NaN,23.941,995.49,345.81,0.01,0.053493,8.8229
0.29,3.9942,28.524,103.22,28.524,103.22,0,0,0,0,0,0,28.61,-80.6,9.7883,4.3624,0,0,0,17900,2397.8,13.021,0.028375,NaN,157.95,NaN,0.082725,4636481,2025.4,2.4261,0.58109,0.60963,0.35515,0.10504,0.12089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003652,10.3,83.323,90,0,NaN,23.94,995.47,345.81,0.01,0.054963,9.4972
0.3,4.2846,29.557,103.34,29.557,103.34,0,0,0,0,0,0,28.61,-80.6,9.7883,4.2244,0,0,0,17891,2387.9,13.016,0.028368,NaN,157.91,NaN,0.085704,4803433,2026.6,2.5879,0.579,0.60585,0.35298,0.10507,0.12095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0037843,10.3,83.323,90,0,NaN,23.938,995.45,345.81,0.01,0.056099,10.197
0.31,4.5853,30.59,103.46,30.59,103.46,0,0,0,0,0,0,28.61,-80.6,9.7883,4.0484,0,0,0,17881,2378.1,13.011,0.028361,NaN,157.87,NaN,0.088683,4970308,2027.8,2.7522,0.57701,0.60179,0.3509,0.10509,0.12102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039166,10.3,83.323,90,0,NaN,23.937,995.44,345.8,0.01,0.057336,10.923
0.32,4.8964,31.626,103.58,31.626,103.58,0,0,0,0,0,0,28.61,-80.6,9.7883,3.8837,0,0,0,17871,2368.2,13.006,0.028354,NaN,157.84,NaN,0.091666,5137413,2028.9,2.922,0.57511,0.59801,0.34891,0.10511,0.12109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040492,10.3,83.323,90,0,NaN,23.936,995.42,345.8,0.01,0.058971,11.675
0.33,5.2178,32.662,103.7,32.662,103.7,0,0,0,0,0,0,28.61,-80.6,9.7883,3.7293,0,0,0,17861,2358.4,13.001,0.028348,NaN,157.8,NaN,0.094652,5304745,2030.1,3.0971,0.57329,0.59449,0.34699,0.10514,0.12116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041818,10.3,83.323,90,0,NaN,23.934,995.4,345.8,0.01,0.060662,12.452
0.34,5.5496,33.699,103.82,33.699,103.82,0,0,0,0,0,0.20597,28.61,-80.6,9.7883,3.5841,0,0,0,17851,2348.5,12.996,0.028341,179.49,157.76,2.1101,0.097643,5472298,2031.6,3.2776,0.57154,0.59119,0.34514,0.10517,0.12124,0.64931,1.3705,1.11E-04,0,0,0,0,0,0.0043147,10.3,83.323,90,0,NaN,23.933,995.38,345.8,0.015,0.06247,13.255
0.355,6.0668,35.258,104,35.258,104,-2.33E-05,0,2.33E-05,-180,0.0031239,0.21165,28.61,-80.6,9.7883,3.4077,0,0.053015,4.20E-06,17839,2336.2,12.989,0.028332,179.9,157.71,2.1546,0.10214,5724179,2033.8,3.5601,0.56905,0.58687,0.34248,0.10521,0.12136,0.61143,1.3172,-1.73E-04,0,0,0,0,3.97E-06,0.0045142,10.3,83.323,90,-0.0063353,NaN,23.931,995.35,345.8,0.0225,0.064735,14.509
0.3775,6.8864,37.6,104.26,37.6,104.26,-1.48E-04,0,1.48E-04,-180,0.0080325,0.22393,28.61,-80.6,9.7883,3.2554,0,0.13883,-4.80E-06,17820,2317.7,12.98,0.028319,180.27,157.64,2.1969,0.10891,6103361,2037.1,4.0128,0.56556,0.58184,0.33875,0.10527,0.12154,0.57923,1.2727,-2.10E-04,0,0,0,0,2.39E-05,0.0048141,10.3,83.323,89.997,-4.46E-04,NaN,23.927,995.3,345.8,0.03375,0.066513,16.501
0.41125,8.2149,41.124,104.66,41.124,104.66,-5.50E-04,0,5.50E-04,-180,0.015805,0.2343,28.61,-80.6,9.7883,3.0453,0,0.28304,7.22E-06,17793,2290,12.966,0.028299,180.78,157.53,2.2571,0.1191,6673821,2042,4.7426,0.56086,0.57512,0.33364,0.10537,0.12184,0.53557,1.2083,-4.96E-04,0,0,0,0,8.31E-05,0.0052653,10.3,83.323,89.99,-1.36E-04,NaN,23.921,995.22,345.8,0.05,0.067598,19.738
0.46125,10.402,46.369,105.24,46.369,105.24,-0.001633,-5.97E-09,0.001633,-180,0.027476,0.22782,28.61,-80.6,9.7883,2.7576,0,0.53057,-3.63E-05,17751,2248.7,12.945,0.02827,181.51,157.37,2.3431,0.13425,7522598,2047.9,5.9361,0.55483,0.56655,0.32694,0.10554,0.12234,0.47719,1.1176,-4.13E-04,0,0,0,0,2.30E-04,0.0059368,10.3,83.323,89.97,1.43E-05,NaN,23.912,995.09,345.79,0.05,0.06862,25.09
0.51125,12.852,51.642,105.82,51.642,105.82,-0.0032808,-1.59E-08,0.0032808,-180,0.038125,0.19032,28.61,-80.6,9.7883,2.4907,0,0.81865,-1.66E-05,17702,2199.5,12.919,0.028236,182.2,157.18,2.4294,0.1495,8375881,2053.7,7.2654,0.54972,0.5593,0.32107,0.10574,0.12291,0.42451,1.0312,3.18E-04,0,0,0,0,4.41E-04,0.006612,10.3,83.323,89.937,8.75E-04,NaN,23.902,994.95,345.78,0.05,0.070214,31.119
0.56125,15.567,56.945,106.39,56.945,106.39,-0.0053951,-2.75E-08,0.0053951,-180,0.045732,0.10439,28.61,-80.6,9.7883,2.1698,0,1.1398,-6.52E-05,17653,2150.2,12.894,0.028201,183.07,156.98,2.5323,0.16482,9233184,2059.6,8.7244,0.54534,0.55266,0.31586,0.10595,0.12353,0.36299,0.91854,4.73E-04,0,0,0,0,7.04E-04,0.0072909,10.3,83.323,89.888,0.0019298,NaN,23.89,994.79,345.78,0.05,0.07325,37.832
0.61125,18.547,62.275,106.96,62.275,106.96,-0.007759,-2.55E-08,0.007759,-180,0.047659,0.036596,28.61,-80.6,9.7883,1.8078,0,1.4776,-9.44E-05,17604,2100.9,12.868,0.028166,184.08,156.79,2.65,0.18022,10094604,2065.5,10.316,0.54158,0.5467,0.31116,0.10619,0.12422,0.29601,0.78333,-4.34E-05,0,0,0,0,9.90E-04,0.0079734,10.3,83.323,89.822,0.0026534,NaN,23.877,994.61,345.77,0.05,0.07658,45.241
0.66125,21.795,67.635,107.52,67.635,107.52,-0.010022,1.55E-08,0.010022,180,0.041277,0.22688,28.61,-80.6,9.7883,1.4599,0,1.8142,-1.88E-04,17554,2051.6,12.842,0.028132,185.11,156.59,2.7683,0.1957,1.10E+07,2071.3,12.052,0.53832,0.54169,0.30689,0.10645,0.12498,0.23407,0.64631,3.97E-05,0,0,0,0,0.0012654,0.0086596,10.3,83.323,89.74,0.0030637,NaN,23.863,994.42,345.76,0.05,0.078683,53.355
0.71125,25.312,73.022,108.08,73.022,108.08,-0.01171,1.30E-07,0.01171,180,0.02438,0.45364,28.61,-80.6,9.7883,1.1787,0,2.1382,-1.34E-04,17505,2002.3,12.816,0.028097,185.97,156.4,2.8714,0.21127,11831047,2077.2,13.94,0.53551,0.53772,0.30297,0.10674,0.1258,0.18577,0.53226,2.16E-04,0,0,0,0,0.0015082,0.0093493,10.3,83.323,89.641,0.003266,NaN,23.848,994.22,345.75,0.05,0.080586,62.183
0.76125,29.098,78.437,108.63,78.437,108.63,-0.012263,3.55E-07,0.012263,180,0.0043354,0.70527,28.61,-80.6,9.7883,0.98805,0,2.4556,-1.52E-04,17456,1953.1,12.79,0.028063,186.58,156.2,2.95,0.22694,12706335,2083.1,15.989,0.53309,0.53465,0.29935,0.10705,0.1267,0.1539,0.45225,-2.28E-05,0,0,0,0,0.0017241,0.010043,10.3,83.323,89.526,0.0031588,NaN,23.832,993.99,345.74,0.05,0.082151,71.735
0.81125,33.156,83.879,109.17,83.879,109.18,-0.011043,7.34E-07,0.011043,180,0.04688,0.99827,28.61,-80.6,9.7883,0.81044,0,2.7584,-1.94E-04,17406,1903.8,12.764,0.028028,187.17,156,3.0262,0.24269,13585843,2089,18.192,0.53101,0.53207,0.29598,0.10738,0.12766,0.12486,0.37572,3.86E-05,0,0,0,0,0.0019025,0.010739,10.3,83.323,89.396,0.0028255,NaN,23.814,993.75,345.73,0.05,0.083658,82.021
0.86125,37.486,89.348,109.71,89.348,109.72,-0.0073316,1.30E-06,0.0073316,179.99,0.10406,1.3019,28.61,-80.6,9.7882,0.72994,0,3.0643,-2.51E-04,17357,1854.5,12.738,0.027993,187.45,155.8,3.0733,0.25853,1.45E+07,2094.8,20.563,0.52925,0.5301,0.29283,0.10773,0.12869,0.11192,0.34209,-2.04E-04,0,0,0,0,0.0020691,0.01144,10.3,83.323,89.25,0.0027781,NaN,23.796,993.5,345.72,0.05,0.08513,93.048
0.91125,42.091,94.844,110.24,94.844,110.25,-3.53E-04,2.11E-06,3.53E-04,179.66,0.17816,1.6753,28.61,-80.6,9.7882,0.57316,0,3.3598,-4.61E-04,17308,1805.2,12.711,0.027959,187.99,155.59,3.1453,0.27444,15357785,2100.7,23.087,0.52777,0.5283,0.28986,0.10812,0.12979,0.087029,0.27184,5.29E-05,0,0,0,0,0.0022074,0.012143,10.3,83.323,89.09,0.0027978,NaN,23.776,993.23,345.71,0.05,0.086732,104.83
0.96125,46.971,100.37,110.76,100.37,110.78,0.010826,3.20E-06,0.010826,0.016961,0.2726,2.1151,28.61,-80.6,9.7882,0.36351,0,3.6009,-6.15E-04,17259,1756,12.685,0.027924,188.72,155.39,3.236,0.29043,16249082,2106.6,25.772,0.52656,0.52677,0.28707,0.10852,0.13097,0.054467,0.1744,3.06E-04,0,0,0,0,0.0022643,0.01285,10.3,83.323,88.915,0.0030723,NaN,23.755,992.94,345.69,0.05,0.087848,117.36
1.0113,52.128,105.91,111.27,105.91,111.3,0.027303,4.71E-06,0.027303,0.0098851,0.39044,2.6024,28.61,-80.6,9.7882,0.13932,0,3.7419,-0.0013278,17209,1706.7,12.658,0.027889,189.53,155.19,3.3339,0.30649,17144048,2112.4,28.63,0.52558,0.52561,0.28442,0.10895,0.13221,0.020576,0.065933,1.16E-04,0,0,0,0,0.0021958,0.013561,10.3,83.323,88.731,0.0029626,NaN,23.733,992.64,345.68,0.05,0.088875,130.67
1.0613,57.563,111.49,111.77,111.49,111.81,0.05028,6.67E-06,0.05028,0.007606,0.53275,3.1026,28.61,-80.6,9.7882,0.048236,0,-3.7721,-0.0038867,17160,1657.4,12.631,0.027855,189.88,154.98,3.3881,0.32263,18042925,2118.3,31.667,0.52483,0.52484,0.28189,0.10941,0.13353,0.0070843,0.025676,3.53E-04,0,0,0,0,-0.0020138,0.014274,10.3,83.323,88.543,0.0030574,NaN,23.71,992.32,345.67,0.05,0.089832,144.75
1.1113,63.278,117.09,111.8,117.09,111.85,0.081025,9.21E-06,0.081025,0.0065122,0.70142,3.6248,28.61,-80.6,9.7882,0.26189,0,-3.6456,-6.60E-04,17111,1608.1,12.604,0.02782,189.16,154.77,3.3386,0.33884,18945083,2116.2,34.889,0.5243,0.52441,0.27948,0.1099,0.13493,0.039045,0.13191,3.61E-04,0,0,0,0,-0.0017055,0.014991,10.3,83.323,88.357,0.0032043,NaN,23.685,991.98,345.65,0.05,0.090924,159.61
1.1613,69.272,122.68,111.36,122.69,111.43,0.12083,1.25E-05,0.12083,0.0059052,0.89457,4.0754,28.61,-80.6,9.7881,0.3771,0,-3.3829,-6.76E-04,17061,1558.6,12.577,0.027785,188.8,154.57,3.3239,0.35507,19847628,2106.3,38.282,0.52397,0.5242,0.27718,0.11041,0.13639,0.056688,0.19015,3.03E-04,0,0,0,0,-0.0013375,0.015708,10.3,83.323,88.181,0.0029949,NaN,23.659,991.63,345.64,0.05,0.092552,175.19
1.2113,75.546,128.26,110.91,128.27,111,0.17085,1.65E-05,0.17085,0.0055189,1.1101,4.5086,28.61,-80.6,9.7881,0.49756,0,-2.9832,-2.67E-04,17011,1508.8,12.549,0.02775,188.43,154.35,3.3084,0.37123,20745900,2096.5,41.834,0.52383,0.52423,0.27498,0.11094,0.13792,0.075444,0.25061,2.51E-04,0,0,0,0,-9.52E-04,0.016423,10.3,83.323,88.021,0.0025863,NaN,23.632,991.26,345.62,0.05,0.095089,191.43
1.2613,82.097,133.82,110.45,133.82,110.55,0.23217,2.12E-05,0.23217,0.0052386,1.3459,4.8898,28.61,-80.6,9.7881,0.59516,0,-2.4431,-5.43E-04,16962,1459,12.521,0.027715,188.14,154.14,3.3012,0.38733,2.16E+07,2086.6,45.542,0.52387,0.52444,0.27288,0.11149,0.1395,0.090883,0.3005,-2.18E-04,0,0,0,0,-5.86E-04,0.017134,10.3,83.323,87.885,0.0021951,NaN,23.604,990.88,345.6,0.05,0.096616,208.32
1.3113,88.927,139.35,109.97,139.36,110.1,0.30574,2.67E-05,0.30574,0.0050067,1.6002,5.233,28.61,-80.6,9.7881,0.70771,0,-1.7328,-2.73E-04,16912,1409.1,12.493,0.02768,187.81,153.93,3.2899,0.40336,22529189,2076.7,49.411,0.52408,0.52488,0.27087,0.11206,0.14115,0.10894,0.3587,1.31E-04,0,0,0,0,-2.72E-04,0.017843,10.3,83.323,87.779,0.0017704,NaN,23.575,990.47,345.59,0.05,0.097659,225.83
