# Time ,Altitude ,Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch ,Position North of launch ,Lateral distance ,Lateral direction ,Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude ,Longitude ,Gravitational acceleration (m/s²),Angle of attack ,Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass ,Propellant mass ,Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location,CG location (cm),Stability margin calibers ,Mach number ,Reynolds number ,Thrust ,Drag force ,Drag coefficient ,Axial drag coefficient ,Friction drag coefficient ,Pressure drag coefficient ,Base drag coefficient ,Normal force coefficient ,Pitch moment coefficient ,Yaw moment coefficient ,Side force coefficient ,Roll moment coefficient ,Roll forcing coefficient ,Roll damping coefficient ,Pitch damping coefficient ,Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) ,Lateral orientation (azimuth) ,Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step ,Computation time ,Dynamic Pressure (mbar)
2.19,252.91,230.94,94.93,230.94,94.93,-0.03,0.00,0.03,-179.85,0.05,0.05,28.61,-80.60,9.79,0.00,0.00,0.01,0.00,16096.00,593.05,12.01,0.03,191.21,150.23,3.98,0.65,34181266.00,1819.80,134.32,0.55,0.55,0.25,0.12,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.99,-178.64,0.00,37.48,985.11,354.01,0.05,0.28,589.23
2.24,264.58,235.69,93.85,235.69,93.85,-0.03,0.00,0.03,-179.83,0.05,0.05,28.61,-80.60,9.79,0.00,0.00,0.01,-0.01,16052.00,549.47,11.99,0.03,191.30,150.03,4.01,0.67,34866908.00,1803.80,140.30,0.55,0.55,0.25,0.12,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.99,-178.60,0.00,37.38,984.07,353.95,0.05,0.29,613.26
2.29,276.48,240.38,92.75,240.38,92.75,-0.04,0.00,0.04,-179.81,0.06,0.05,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,16009.00,505.88,11.96,0.03,191.39,149.82,4.04,0.68,35500000.00,1787.90,146.35,0.55,0.55,0.25,0.13,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.99,-178.99,0.00,37.27,982.81,353.88,0.05,0.29,637.36
2.34,288.61,245.02,91.65,245.02,91.65,-0.04,0.00,0.04,-179.79,0.06,0.06,28.61,-80.60,9.79,0.00,0.00,-0.01,0.00,15965.00,462.30,11.93,0.03,191.47,149.61,4.06,0.69,36203767.00,1771.90,152.49,0.55,0.55,0.24,0.13,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.99,-179.44,0.00,37.15,981.52,353.81,0.05,0.30,661.58
2.39,300.98,249.61,90.53,249.61,90.53,-0.04,0.00,0.04,-179.77,0.06,0.06,28.61,-80.60,9.79,0.00,0.00,-0.01,0.00,15921.00,418.71,11.90,0.03,191.56,149.40,4.09,0.71,36857984.00,1755.90,158.71,0.56,0.56,0.24,0.13,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.99,179.87,0.00,37.02,980.21,353.73,0.05,0.30,685.92
2.44,313.57,254.14,89.41,254.14,89.41,-0.05,0.00,0.05,-179.75,0.06,0.06,28.61,-80.60,9.79,0.00,0.00,-0.01,0.00,15878.00,375.13,11.88,0.03,191.65,149.18,4.12,0.72,37502606.00,1740.00,165.01,0.56,0.56,0.24,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.99,179.19,0.00,36.90,978.87,353.66,0.05,0.31,710.35
2.49,326.39,258.61,88.27,258.61,88.27,-0.05,0.00,0.05,-179.75,0.07,0.06,28.61,-80.60,9.79,0.00,0.00,-0.01,0.00,15834.00,331.54,11.85,0.03,191.75,148.97,4.15,0.73,38137546.00,1724.00,171.38,0.56,0.56,0.24,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.99,178.79,0.00,36.77,977.51,353.58,0.05,0.31,734.84
2.54,339.43,263.02,87.12,263.02,87.12,-0.05,0.00,0.05,-179.74,0.07,0.06,28.61,-80.60,9.79,0.00,0.00,0.00,0.01,15791.00,287.96,11.82,0.03,191.84,148.76,4.18,0.74,38762718.00,1708.00,177.81,0.56,0.56,0.24,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.98,178.94,0.00,36.64,976.12,353.50,0.05,0.31,759.38
2.59,352.69,267.38,84.67,267.38,84.67,-0.06,0.00,0.06,-179.75,0.07,0.06,28.61,-80.60,9.79,0.00,0.00,0.00,0.01,15747.00,244.37,11.79,0.03,191.94,148.54,4.21,0.76,39378041.00,1671.70,184.31,0.56,0.56,0.24,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.98,179.55,0.00,36.51,974.71,353.43,0.05,0.32,783.95
2.64,366.17,271.61,77.76,271.61,77.76,-0.06,0.00,0.06,-179.75,0.08,0.06,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15705.00,202.42,11.77,0.03,192.03,148.33,4.24,0.77,39973852.00,1565.80,190.77,0.57,0.57,0.24,0.13,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.98,-179.85,0.00,36.38,973.28,353.34,0.05,0.32,808.13
2.69,379.85,275.50,66.95,275.50,66.95,-0.06,0.00,0.06,-179.76,0.08,0.06,28.61,-80.60,9.79,0.00,0.00,0.00,-0.01,15668.00,165.64,11.74,0.03,192.12,148.15,4.27,0.78,40517375.00,1399.10,196.81,0.57,0.57,0.24,0.13,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,10.30,83.32,89.98,-179.28,0.00,36.24,971.83,353.26,0.05,0.32,830.55
2.74,393.70,278.84,54.80,278.84,54.80,-0.07,0.00,0.07,-179.76,0.08,0.05,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15642.00,139.10,11.72,0.03,192.20,148.01,4.29,0.79,41000000.00,1212.30,202.08,0.57,0.57,0.24,0.13,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,10.30,83.32,89.98,-178.86,0.00,36.11,970.36,353.18,0.05,0.32,849.92
2.79,407.72,281.58,42.64,281.58,42.64,-0.07,0.00,0.07,-179.76,0.08,0.05,28.61,-80.60,9.79,0.00,0.00,0.01,0.00,15622.00,119.28,11.71,0.03,192.26,147.91,4.31,0.80,41351978.00,1025.50,206.42,0.57,0.57,0.24,0.13,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,10.30,83.32,89.98,-178.77,0.00,35.97,968.87,353.10,0.05,0.32,865.75
2.84,421.85,283.71,30.52,283.71,30.52,-0.08,0.00,0.08,-179.76,0.09,0.05,28.61,-80.60,9.79,0.00,0.00,0.01,0.00,15602.00,99.46,11.70,0.03,192.31,147.81,4.32,0.80,41634127.00,838.65,209.80,0.57,0.57,0.24,0.13,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,10.30,83.32,89.98,-179.15,0.00,35.83,967.37,353.01,0.05,0.33,877.92
2.89,436.07,285.23,18.43,285.23,18.43,-0.08,0.00,0.08,-179.76,0.09,0.04,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15582.00,79.65,11.69,0.03,192.35,147.71,4.33,0.81,41826806.00,651.84,212.17,0.57,0.57,0.23,0.13,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,10.30,83.32,89.98,-179.83,0.00,35.69,965.86,352.93,0.05,0.33,886.40
2.94,450.36,286.16,6.37,286.16,6.37,-0.09,0.00,0.09,-179.76,0.09,0.04,28.61,-80.60,9.79,0.00,0.00,0.00,0.01,15562.00,59.83,11.67,0.03,192.37,147.61,4.35,0.81,41930521.00,465.02,213.53,0.58,0.58,0.23,0.14,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,10.30,83.32,89.98,179.55,0.00,35.55,964.34,352.84,0.05,0.33,891.14
2.99,464.67,286.47,-5.65,286.47,5.65,-0.09,0.00,0.09,-179.76,0.09,0.04,28.61,-80.60,9.79,0.00,0.00,0.00,0.01,15543.00,40.01,11.66,0.03,192.38,147.51,4.36,0.81,41945790.00,278.21,213.87,0.58,0.58,0.23,0.14,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,10.30,83.32,89.98,179.20,0.00,35.40,962.82,352.75,0.05,0.34,892.13
3.04,478.99,286.19,-15.96,286.19,15.96,-0.09,0.00,0.09,-179.76,0.10,0.04,28.61,-80.60,9.79,0.00,0.00,-0.01,0.01,15523.00,20.19,11.65,0.03,192.38,147.41,4.37,0.81,41873136.00,117.31,213.17,0.58,0.58,0.23,0.14,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,10.30,83.32,89.98,179.08,0.00,35.26,961.30,352.67,0.05,0.34,889.38
3.09,493.28,285.40,-19.99,285.40,19.99,-0.10,0.00,0.10,-179.76,0.10,0.03,28.61,-80.60,9.79,0.00,0.00,-0.01,0.01,15509.00,6.15,11.64,0.03,192.36,147.34,4.37,0.81,41725271.00,53.33,211.61,0.57,0.57,0.23,0.13,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,10.30,83.32,89.98,179.24,0.00,35.12,959.78,352.58,0.05,0.34,883.45
3.14,507.52,284.40,-22.92,284.40,22.92,-0.10,0.00,0.10,-179.77,0.10,0.03,28.61,-80.60,9.79,0.00,0.00,-0.01,0.01,15504.00,1.34,11.63,0.03,192.34,147.31,4.37,0.81,41548265.00,6.14,209.72,0.57,0.57,0.24,0.13,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,10.30,83.32,89.98,179.82,0.00,34.98,958.27,352.50,0.05,0.34,876.31
3.19,521.71,283.26,-23.18,283.26,23.18,-0.11,0.00,0.11,-179.77,0.10,0.03,28.61,-80.60,9.79,0.00,0.00,-0.01,0.00,15503.00,0.32,11.63,0.03,192.31,147.31,4.37,0.80,41400000.00,0.00,207.59,0.57,0.57,0.24,0.13,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,10.30,83.32,89.98,-179.60,0.00,34.84,956.76,352.41,0.05,0.35,868.31
3.24,535.85,282.10,-23.04,282.10,23.04,-0.11,0.00,0.11,-179.78,0.10,0.03,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,192.29,147.31,4.37,0.80,41150664.00,0.00,205.46,0.57,0.57,0.24,0.13,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,10.30,83.32,89.98,-179.25,0.00,34.70,955.26,352.33,0.05,0.35,860.28
3.29,549.92,280.95,-22.90,280.95,22.90,-0.12,0.00,0.12,-179.78,0.10,0.03,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,192.26,147.31,4.36,0.80,40952385.00,0.00,203.36,0.57,0.57,0.24,0.13,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,10.30,83.32,89.98,-179.17,0.00,34.56,953.76,352.24,0.05,0.35,852.34
3.34,563.94,279.81,-22.77,279.81,22.77,-0.12,0.00,0.12,-179.78,0.11,0.03,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,192.24,147.31,4.36,0.79,40755400.00,0.00,201.28,0.57,0.57,0.24,0.13,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,10.30,83.32,89.98,-179.50,0.00,34.42,952.27,352.16,0.05,0.35,844.48
3.39,577.91,278.68,-22.64,278.68,22.64,-0.13,0.00,0.13,-179.79,0.11,0.03,28.61,-80.60,9.79,0.00,0.00,0.01,0.01,15503.00,0.00,11.63,0.03,192.21,147.31,4.36,0.79,40600000.00,0.00,199.23,0.57,0.57,0.24,0.13,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,10.30,83.32,89.98,179.95,0.00,34.28,950.79,352.08,0.05,0.36,836.72
3.44,591.81,277.55,-22.51,277.55,22.51,-0.14,0.00,0.14,-179.79,0.11,0.03,28.61,-80.60,9.79,0.00,0.00,0.01,0.01,15503.00,0.00,11.63,0.03,192.19,147.31,4.36,0.79,40365252.00,0.00,197.21,0.57,0.57,0.24,0.13,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,10.30,83.32,89.98,179.46,0.00,34.15,949.31,351.99,0.05,0.36,829.03
3.49,605.66,276.43,-22.38,276.43,22.38,-0.14,0.00,0.14,-179.79,0.11,0.03,28.61,-80.60,9.79,0.00,0.00,0.01,0.01,15503.00,0.00,11.63,0.03,192.16,147.31,4.35,0.79,40172057.00,0.00,195.21,0.57,0.57,0.24,0.13,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,10.30,83.32,89.98,179.37,0.00,34.01,947.84,351.91,0.05,0.36,821.43
3.54,619.45,275.31,-22.25,275.31,22.25,-0.15,0.00,0.15,-179.80,0.11,0.03,28.61,-80.60,9.79,0.00,0.00,0.00,0.01,15503.00,0.00,11.63,0.03,192.14,147.31,4.35,0.78,40000000.00,0.00,193.24,0.57,0.57,0.24,0.13,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,10.30,83.32,89.98,179.38,0.00,33.87,946.38,351.83,0.05,0.37,813.92
3.59,633.19,274.20,-22.13,274.20,22.13,-0.15,0.00,0.15,-179.80,0.11,0.03,28.61,-80.60,9.79,0.00,0.00,0.00,0.01,15503.00,0.00,11.63,0.03,192.12,147.31,4.35,0.78,39789354.00,0.00,191.29,0.57,0.57,0.24,0.13,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,10.30,83.32,89.98,179.33,0.00,33.74,944.92,351.74,0.05,0.37,806.48
3.64,646.87,273.10,-22.00,273.10,22.00,-0.16,0.00,0.16,-179.80,0.11,0.03,28.61,-80.60,9.79,0.00,0.00,0.00,0.01,15503.00,0.00,11.63,0.03,192.09,147.31,4.35,0.78,39600000.00,0.00,189.37,0.57,0.57,0.24,0.13,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.98,179.41,0.00,33.60,943.47,351.66,0.05,0.38,799.13
3.69,660.50,272.00,-21.88,272.00,21.88,-0.16,0.00,0.16,-179.81,0.12,0.03,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,192.07,147.31,4.35,0.77,39411467.00,0.00,187.47,0.57,0.57,0.24,0.13,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.98,179.62,0.00,33.47,942.02,351.58,0.05,0.38,791.85
3.74,674.08,270.91,-21.76,270.91,21.76,-0.17,0.00,0.17,-179.82,0.12,0.03,28.61,-80.60,9.79,0.00,0.00,-0.01,0.00,15503.00,0.00,11.63,0.03,192.05,147.31,4.34,0.77,39224295.00,0.00,185.60,0.57,0.57,0.24,0.13,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.98,-179.85,0.00,33.33,940.58,351.50,0.05,0.39,784.66
3.79,687.59,269.82,-21.64,269.83,21.64,-0.18,0.00,0.18,-179.82,0.12,0.03,28.61,-80.60,9.79,0.00,0.00,-0.01,0.00,15503.00,0.00,11.63,0.03,192.02,147.31,4.34,0.77,39038285.00,0.00,183.75,0.57,0.57,0.24,0.13,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,-179.37,0.00,33.20,939.14,351.42,0.05,0.39,777.54
3.84,701.06,268.75,-21.52,268.75,21.52,-0.18,0.00,0.18,-179.83,0.12,0.03,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,192.00,147.31,4.34,0.76,38853424.00,0.00,181.92,0.57,0.57,0.24,0.13,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,-179.24,0.00,33.07,937.71,351.34,0.05,0.39,770.49
3.89,714.47,267.67,-21.40,267.67,21.40,-0.19,0.00,0.19,-179.83,0.12,0.03,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,191.98,147.31,4.34,0.76,38700000.00,0.00,180.11,0.57,0.57,0.24,0.13,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,-179.20,0.00,32.93,936.29,351.26,0.05,0.39,763.52
3.94,727.83,266.61,-21.29,266.61,21.29,-0.19,0.00,0.19,-179.83,0.12,0.03,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,191.96,147.31,4.33,0.76,38487097.00,0.00,178.33,0.57,0.57,0.24,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,-179.29,0.00,32.80,934.87,351.18,0.05,0.40,756.62
3.99,741.13,265.54,-21.18,265.54,21.18,-0.20,0.00,0.20,-179.83,0.13,0.03,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,191.94,147.31,4.33,0.76,38305605.00,0.00,176.57,0.57,0.57,0.24,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,-179.61,0.00,32.67,933.45,351.10,0.05,0.40,749.79
4.04,754.38,264.49,-21.06,264.49,21.06,-0.21,0.00,0.21,-179.83,0.13,0.03,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,191.91,147.31,4.33,0.75,38125210.00,0.00,174.83,0.56,0.56,0.24,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,-179.83,0.00,32.54,932.05,351.02,0.05,0.40,743.04
4.09,767.58,263.44,-20.95,263.44,20.95,-0.21,0.00,0.21,-179.84,0.13,0.03,28.61,-80.60,9.79,0.00,0.00,0.01,0.00,15503.00,0.00,11.63,0.03,191.89,147.31,4.33,0.75,37947683.00,0.00,173.12,0.56,0.56,0.24,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,-179.98,0.00,32.41,930.69,350.94,0.05,0.41,736.39
4.14,780.72,262.39,-20.84,262.39,20.84,-0.22,0.00,0.22,-179.84,0.13,0.03,28.61,-80.60,9.79,0.00,0.00,0.01,0.00,15503.00,0.00,11.63,0.03,191.87,147.31,4.33,0.75,37771644.00,0.00,171.43,0.56,0.56,0.24,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,-179.99,0.00,32.28,929.35,350.86,0.05,0.41,729.82
4.19,793.82,261.35,-20.74,261.35,20.74,-0.23,0.00,0.23,-179.84,0.13,0.03,28.61,-80.60,9.79,0.00,0.00,0.01,0.00,15503.00,0.00,11.63,0.03,191.85,147.31,4.32,0.75,37596639.00,0.00,169.76,0.56,0.56,0.24,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,-179.96,0.00,32.15,928.01,350.78,0.05,0.41,723.31
4.24,806.86,260.32,-20.63,260.32,20.63,-0.23,0.00,0.23,-179.84,0.13,0.03,28.61,-80.60,9.79,0.00,0.00,0.01,0.00,15503.00,0.00,11.63,0.03,191.83,147.31,4.32,0.74,37422656.00,0.00,168.11,0.56,0.56,0.24,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,-179.98,0.00,32.02,926.68,350.70,0.05,0.41,716.87
4.29,819.85,259.29,-20.52,259.29,20.52,-0.24,0.00,0.24,-179.84,0.13,0.03,28.61,-80.60,9.79,0.00,0.00,0.01,0.00,15503.00,0.00,11.63,0.03,191.81,147.31,4.32,0.74,37300000.00,0.00,166.48,0.56,0.56,0.24,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,-179.89,0.00,31.89,925.35,350.63,0.05,0.42,710.50
4.34,832.79,258.27,-20.42,258.27,20.42,-0.25,0.00,0.25,-179.84,0.13,0.03,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,191.79,147.31,4.32,0.74,37077713.00,0.00,164.87,0.56,0.56,0.24,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,-179.78,0.00,31.76,924.03,350.55,0.05,0.42,704.19
4.39,845.68,257.25,-20.32,257.25,20.32,-0.25,0.00,0.25,-179.85,0.14,0.03,28.61,-80.60,9.79,0.00,0.00,-0.01,-0.01,15503.00,0.00,11.63,0.03,191.77,147.31,4.32,0.73,36906730.00,0.00,163.27,0.56,0.56,0.24,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,-179.70,0.00,31.64,922.71,350.47,0.05,0.42,697.94
4.44,858.51,256.23,-20.22,256.23,20.22,-0.26,0.00,0.26,-179.85,0.14,0.03,28.61,-80.60,9.79,0.00,0.00,-0.01,0.00,15503.00,0.00,11.63,0.03,191.75,147.31,4.31,0.73,36736726.00,0.00,161.70,0.56,0.56,0.24,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,-179.83,0.00,31.51,921.40,350.39,0.05,0.42,691.76
4.49,871.30,255.23,-20.12,255.23,20.12,-0.27,0.00,0.27,-179.85,0.14,0.03,28.61,-80.60,9.79,0.00,0.00,-0.01,0.00,15503.00,0.00,11.63,0.03,191.73,147.31,4.31,0.73,36567690.00,0.00,160.14,0.56,0.56,0.24,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,-179.89,0.00,31.38,920.10,350.32,0.05,0.43,685.64
4.54,884.04,254.22,-20.02,254.22,20.02,-0.27,0.00,0.27,-179.85,0.14,0.03,28.61,-80.60,9.79,0.00,0.00,-0.01,0.00,15503.00,0.00,11.63,0.03,191.71,147.31,4.31,0.73,36400000.00,0.00,158.61,0.56,0.56,0.24,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,-179.91,0.00,31.26,918.80,350.24,0.05,0.43,679.58
4.59,896.72,253.22,-19.92,253.22,19.92,-0.28,0.00,0.28,-179.85,0.14,0.03,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,191.69,147.31,4.31,0.72,36232480.00,0.00,157.09,0.56,0.56,0.24,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,-179.98,0.00,31.13,917.50,350.16,0.05,0.43,673.58
4.64,909.36,252.23,-19.82,252.23,19.82,-0.29,0.00,0.29,-179.85,0.14,0.03,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,191.67,147.31,4.31,0.72,36066286.00,0.00,155.58,0.56,0.56,0.24,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,-179.98,0.00,31.01,916.21,350.09,0.05,0.44,667.64
4.69,921.94,251.24,-19.73,251.24,19.73,-0.29,0.00,0.29,-179.85,0.14,0.03,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,191.65,147.31,4.31,0.72,35901018.00,0.00,154.10,0.56,0.56,0.24,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,-179.87,0.00,30.88,914.93,350.01,0.05,0.44,661.75
4.74,934.48,250.26,-19.63,250.26,19.63,-0.30,0.00,0.30,-179.85,0.15,0.02,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,191.63,147.31,4.30,0.72,35736668.00,0.00,152.63,0.56,0.56,0.24,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,-179.84,0.00,30.76,913.65,349.94,0.05,0.44,655.93
4.79,946.97,249.28,-19.54,249.28,19.54,-0.31,0.00,0.31,-179.85,0.15,0.02,28.61,-80.60,9.79,0.00,0.00,0.01,0.00,15503.00,0.00,11.63,0.03,191.61,147.31,4.30,0.71,35573226.00,0.00,151.18,0.56,0.56,0.24,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,-179.93,0.00,30.63,912.37,349.86,0.05,0.45,650.16
4.84,959.41,248.30,-19.45,248.30,19.45,-0.32,0.00,0.32,-179.86,0.15,0.02,28.61,-80.60,9.79,0.00,0.00,0.01,0.00,15503.00,0.00,11.63,0.03,191.59,147.31,4.30,0.71,35410682.00,0.00,149.74,0.56,0.56,0.24,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,179.94,0.00,30.51,911.10,349.79,0.05,0.45,644.45
4.89,971.80,247.34,-19.35,247.34,19.35,-0.32,0.00,0.32,-179.86,0.15,0.02,28.61,-80.60,9.79,0.00,0.00,0.01,0.01,15503.00,0.00,11.63,0.03,191.57,147.31,4.30,0.71,35249027.00,0.00,148.32,0.56,0.56,0.24,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,179.71,0.00,30.39,909.84,349.71,0.05,0.45,638.80
4.94,984.14,246.37,-19.26,246.37,19.26,-0.33,0.00,0.33,-179.86,0.15,0.02,28.61,-80.60,9.79,0.00,0.00,0.01,0.01,15503.00,0.00,11.63,0.03,191.56,147.31,4.30,0.70,35088252.00,0.00,146.92,0.56,0.56,0.24,0.13,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,179.59,0.00,30.27,908.58,349.64,0.05,0.46,633.20
4.99,996.44,245.41,-19.17,245.41,19.17,-0.34,0.00,0.34,-179.86,0.15,0.03,28.61,-80.60,9.79,0.00,0.00,0.00,0.02,15503.00,0.00,11.63,0.03,191.54,147.31,4.29,0.70,34928347.00,0.00,145.53,0.56,0.56,0.25,0.13,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.97,179.62,0.00,30.15,907.32,349.57,0.05,0.46,627.65
5.04,1008.70,244.45,-19.08,244.45,19.08,-0.35,0.00,0.35,-179.86,0.15,0.03,28.61,-80.60,9.79,0.00,0.00,-0.02,0.01,15503.00,0.00,11.63,0.03,191.52,147.31,4.29,0.70,34769304.00,0.00,144.16,0.56,0.56,0.25,0.13,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.96,179.72,0.00,30.02,906.07,349.49,0.05,0.46,622.16
5.09,1020.90,243.50,-19.00,243.50,19.00,-0.35,0.00,0.35,-179.86,0.15,0.03,28.61,-80.60,9.79,0.00,0.00,-0.01,0.00,15503.00,0.00,11.63,0.03,191.50,147.31,4.29,0.70,34611114.00,0.00,142.80,0.56,0.56,0.25,0.13,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,10.30,83.32,89.96,179.81,0.00,29.90,904.83,349.42,0.05,0.46,616.72
