Time (sec),Stage,Stage Time (sec),Mach,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),Accel-R (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Vel-R (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0.010,S,0.010,0.010,0,0.4778177,0,294.1329,40.06,0,0,204.199107479105,203.158489090757,20.5889243435338,12.5909805857111,2.031585,0.2058892,85,85,0.01015793,0.001029446
0.02,S,0.02,0.01108701,0,0.475056,0,508.373,40.05328,0.006618824,0,376.319477200246,374.632662447088,35.5909700355642,14.0271682229387,5.777911,0.5617989,85,85,0.0492054,0.004867886
0.03,S,0.03,0.01235165,0,0.4932972,0,445.9975,40.03345,0.008530317,0,326.39197751472,324.893559818658,31.239362578801,15.9042359929387,9.026847,0.8741925,85,85,0.1232292,0.01204784
0.04,S,0.04,0.01400451,0,0.5118862,0,446.991,40.01173,0.01137927,0,327.383131664064,325.880978638874,31.3257507418371,18.1851617134609,12.28566,1.18745,85,85,0.2297917,0.02235606
0.05,S,0.05,0.01601299,0,0.528703,0,447.9846,39.99115,0.01536598,0,328.36420102637,326.858350503487,31.4112594753231,20.7417137418369,15.55424,1.501563,85,85,0.3689912,0.03580112
0.05999999,S,0.05999999,0.01826418,0,0.5424065,0,448.9782,39.97052,0.02050815,0,329.345798189021,327.836247938696,31.4968144776813,23.4881695758534,18.8326,1.816531,85,85,0.5409254,0.05239159
0.06999999,S,0.06999999,0.02068259,0,0.5530601,0,449.9719,39.94985,0.02681518,0,330.327937522513,328.814685288106,31.5824167340154,26.3689368325562,22.12075,2.132355,85,85,0.7456922,0.07213601
0.07999999,S,0.07999999,0.02321928,0,0.5611776,0,450.9656,39.92913,0.03429199,0,331.31058747152,329.793631142622,31.6680632260287,29.3478046960689,25.41869,2.449036,85,85,0.9833894,0.09504297
0.08999999,S,0.08999999,0.02584235,0,0.5673116,0,451.9594,39.90837,0.04294147,0,332.293813488688,330.773150658192,31.7537601947844,32.400738727954,28.72642,2.766573,85,85,1.254115,0.121121
0.09999999,S,0.09999999,0.02853065,0,0.5719286,0,452.9532,39.88756,0.05276576,0,333.277564845987,331.753193350872,31.8395026840905,35.5114086610999,32.04395,3.084968,85,85,1.557967,0.1503787
0.11,S,0.11,0.0312698,0,0.5753914,0,453.947,39.8667,0.06376696,0,334.261873138725,332.733790646965,31.9252939831495,38.6684351297348,35.37129,3.404221,85,85,1.895043,0.1828247
0.12,S,0.12,0.03404978,0,0.5779735,0,454.9409,39.84579,0.07594746,0,335.246701140899,333.714905513815,32.011130310577,41.8636902219785,38.70844,3.724332,85,85,2.265441,0.2184674
0.13,S,0.13,0.03686344,0,0.5798795,0,455.9348,39.82484,0.08930998,0,336.232115346444,334.696604144554,32.0970179993074,45.0912440716978,42.0554,4.045302,85,85,2.669261,0.2573156
0.14,S,0.14,0.03970554,0,0.5812623,0,456.9289,39.80385,0.1038577,0,337.218052865043,335.678823938982,32.1829510305184,48.3467017522438,45.41219,4.367131,85,85,3.106598,0.2993778
0.15,S,0.15,0.04257223,0,0.5822374,0,457.9229,39.78281,0.1195942,0,338.204522600883,336.661573743366,32.2689304491355,51.6267090363364,48.7788,4.689821,85,85,3.577553,0.3446625
0.16,S,0.16,0.04546054,0,0.5828923,0,458.5522,39.76171,0.1365234,0,338.896429846341,337.350871720608,32.3292361793782,54.9258355600924,52.15231,5.013113,85,85,4.082209,0.3931772
0.17,S,0.17,0.04836571,0,0.5832938,0,458.8169,39.74058,0.1546336,0,339.293295394383,337.746240595373,32.3638264621585,58.2391511077334,55.52977,5.336751,85,85,4.620619,0.4449265
0.18,S,0.18,0.05128339,0,0.5834941,0,459.0816,39.71943,0.1739093,0,339.689807542297,338.14125737066,32.3983859460955,61.565020501951,58.91118,5.660735,85,85,5.192823,0.499914
0.19,S,0.19,0.05421214,0,0.5835342,0,459.3463,39.69827,0.1943493,0,340.085906273392,338.53586225646,32.43290939878,64.9021359835171,62.29654,5.985064,85,85,5.798862,0.558143
0.2,S,0.2,0.05715081,0,0.5834464,0,459.6112,39.6771,0.2159532,0,340.481690816426,338.930154107496,32.4674054688864,68.2494311116842,65.68584,6.309738,85,85,6.438774,0.619617
0.21,S,0.21,0.06009846,0,0.583256,0,459.876,39.65591,0.2387204,0,340.877123132202,339.324095028082,32.5018708424513,71.6060423605208,69.07908,6.634757,85,85,7.112599,0.6843395
0.22,S,0.22,0.06305435,0,0.5829833,0,460.1409,39.63472,0.2626509,0,341.272167056086,339.717648990315,32.5363023659779,74.9712577714772,72.47626,6.96012,85,85,7.820375,0.7523139
0.23,S,0.23,0.06601782,0,0.5826444,0,460.4059,39.61351,0.2877447,0,341.666847062883,340.110840376883,32.5707021726823,78.3444756204601,75.87737,7.285827,85,85,8.562143,0.8235436
0.24,S,0.24,0.06898836,0,0.5822524,0,460.6709,39.59228,0.314002,0,342.061198983687,340.503704883784,32.6050733870413,81.725199772168,79.28241,7.611878,85,85,9.337942,0.8980321
0.25,S,0.25,0.07196553,0,0.5818179,0,460.9359,39.57104,0.3414233,0,342.455161232927,340.896181158062,32.639410639901,85.1130015618816,82.69137,7.938272,85,85,10.14781,0.9757829
0.26,S,0.26,0.07494897,0,0.5813495,0,461.201,39.5498,0.3700091,0,342.848758043691,341.288293341591,32.6737160434087,88.5075248948658,86.10425,8.265009,85,85,10.99179,1.056799
0.27,S,0.27,0.07793834,0,0.5808543,0,461.4662,39.52854,0.3997604,0,343.241963363516,341.680015480369,32.7079873268909,91.9084653624909,89.52105,8.592089,85,85,11.86992,1.141085
0.28,S,0.28,0.08093339,0,0.5803381,0,461.7314,39.50726,0.430678,0,343.63482913087,342.071399342936,32.742228747721,95.3155512949474,92.94176,8.919511,85,85,12.78223,1.228643
0.29,S,0.29,0.08393389,0,0.5798056,0,461.9967,39.48598,0.462763,0,344.027334873812,342.462424483026,32.7764390620101,98.7285562822726,96.36638,9.247275,85,85,13.72877,1.319477
0.3,S,0.3,0.08693962,0,0.5792609,0,462.262,39.46468,0.4960165,0,344.419446104149,342.853056568658,32.8106149929817,102.147283367531,99.79491,9.575381,85,85,14.70958,1.41359
0.31,S,0.31,0.08995043,0,0.5787073,0,462.5273,39.44337,0.5304395,0,344.811211344351,343.243343939446,32.8447607698109,105.571511889895,103.2273,9.903829,85,85,15.72469,1.510986
0.32,S,0.32,0.0929661,0,0.5781475,0,462.7927,39.42205,0.5660334,0,345.202554658477,343.63321094609,32.8788697740494,109.001140624507,106.6636,10.23262,85,85,16.77414,1.611668
0.33,S,0.33,0.09598657,0,0.5775839,0,463.0582,39.40072,0.6027998,0,345.593490504007,344.02267201772,32.9129429940789,112.436025968184,110.1038,10.56175,85,85,17.85798,1.71564
0.3399999,S,0.3399999,0.09901169,0,0.5770183,0,463.3237,39.37937,0.6407407,0,345.984121175439,344.411829010985,32.9469898905644,115.876050891779,113.5479,10.89122,85,85,18.97624,1.822905
0.3499999,S,0.3499999,0.1020414,6.329693,0.5764523,0,463.5892,39.35801,0.6798574,0,346.37436221828,344.8006,32.98098,119.32111158344,116.9959,11.22103,85,84.52155,20.1462,1.933466
0.3599999,S,0.3599999,0.1050755,6.159748,0.6809611,0.8511305,463.8549,39.33664,0.8515467,1.126748,346.65809746241,345.1656,32.13324,122.769211685673,120.4476,11.54236,84.99948,84.52612,21.35067,2.047283
0.3699999,S,0.3699999,0.1081124,5.997723,0.6748382,0.8286627,464.1205,39.31526,0.8933348,1.159537,347.047253206254,345.5555,32.14331,126.222173904861,123.9032,11.86379,84.99792,84.53058,22.5897,2.164314
0.3799999,S,0.3799999,0.1111536,5.84293,0.6691176,0.8072164,464.3863,39.29386,0.936253,1.192214,347.436255748383,345.9446,32.16031,129.679837789533,127.3626,12.18539,84.99529,84.53487,23.86333,2.28456
0.3899999,S,0.3899999,0.114199,5.694743,0.663759,0.7867054,464.6521,39.27245,0.9802976,1.224747,347.824826503142,346.3326,32.18447,133.142247091048,130.8259,12.50724,84.99155,84.53899,25.17159,2.408023
0.3999999,S,0.3999999,0.1172486,5.552586,0.6587268,0.7670487,464.9179,39.25103,1.025469,1.257098,348.213182375065,346.7197,32.21599,136.609350554628,134.2931,12.8294,84.9867,84.54293,26.51452,2.534706
0.4099999,S,0.4099999,0.1203023,5.415948,0.6539897,0.7481735,465.1838,39.2296,1.071764,1.289226,348.60114521972,347.1057,32.2551,140.081105868191,137.7642,13.15195,84.98071,84.54666,27.89216,2.664613
0.4199999,S,0.4199999,0.1233602,5.284375,0.6495202,0.7300144,465.4497,39.20815,1.119183,1.321088,348.988936605162,347.4908,32.30204,143.557377013223,141.2391,13.47497,84.97354,84.55017,29.30455,2.797748
0.4299999,S,0.4299999,0.1264221,5.157439,0.6452942,0.7125132,465.7157,39.1867,1.167722,1.352644,349.376376664451,347.8748,32.35701,147.038130386376,144.7178,13.79854,84.96518,84.55343,30.75173,2.934115
0.4399998,S,0.4399998,0.1294881,5.034749,0.6412901,0.6956146,465.9817,39.16522,1.21738,1.383849,349.763387550803,348.2576,32.42023,150.523434362007,148.2004,14.12274,84.9556,84.55644,32.23373,3.073722
0.4499998,S,0.4499998,0.132558,4.91596,0.6374888,0.6792682,466.2478,39.14374,1.268157,1.414651,350.150293124328,348.6395,32.49195,154.013165903395,151.6868,14.44766,84.94479,84.55918,33.7506,3.216574
0.4599998,S,0.4599998,0.135632,4.800743,0.6338732,0.6634297,466.514,39.12224,1.32005,1.445002,350.536812174797,349.0202,32.57233,157.507300920337,155.177,14.77338,84.93272,84.56164,35.30237,3.362679
0.4699998,S,0.4699998,0.1387098,4.688812,0.630428,0.6480563,466.7802,39.10073,1.373057,1.474849,350.922972223744,349.3997,32.66163,161.005821848013,158.671,15.1,84.91936,84.5638,36.88908,3.512046
0.4799998,S,0.4799998,0.1417915,4.579885,0.62714,0.6331109,467.0464,39.07922,1.42718,1.504141,351.308993282041,349.7782,32.76003,164.508709657562,162.1688,15.4276,84.90471,84.56564,38.51077,3.664684
0.4899998,S,0.4899998,0.1448772,4.473715,0.6239965,0.6185568,467.3127,39.05769,1.482414,1.532814,351.694604893633,350.1554,32.86778,168.015852505306,165.6703,15.75628,84.88873,84.56715,40.16748,3.820603
0.4999998,S,0.4999998,0.1479666,4.370065,0.6209868,0.6043621,467.579,39.03614,1.538759,1.560815,352.079932044228,350.5314,32.98509,171.527335614262,169.1756,16.08613,84.8714,84.56834,41.85923,3.979815
0.5099998,S,0.5099998,0.1510599,4.268719,0.6181009,0.5904955,467.8454,39.01458,1.596215,1.588079,352.465002039624,350.9062,33.11218,175.043148909193,172.6847,16.41725,84.85271,84.56918,43.58608,4.142332
0.5199998,S,0.5199998,0.1541571,4.169483,0.61533,0.5769291,468.1118,38.99302,1.654783,1.61454,352.849743641147,351.2797,33.24927,178.563185585857,176.1975,16.74974,84.83263,84.56965,45.34806,4.308167
0.5299998,S,0.5299998,0.1572581,4.072178,0.612666,0.5636374,468.3784,38.97144,1.714458,1.640133,353.234285793008,351.652,33.39658,182.087439551588,179.714,17.08371,84.81114,84.56975,47.1452,4.477334
0.5399998,S,0.5399998,0.1603628,3.976636,0.6101019,0.550597,468.6449,38.94984,1.775243,1.664791,353.618456110274,352.0229,33.55429,185.615903780394,183.2342,17.41925,84.78825,84.56947,48.97754,4.649849
0.5499998,S,0.5499998,0.1634713,3.882705,0.6076312,0.5377858,468.9115,38.92824,1.837138,1.688445,354.00238294757,352.3925,33.72259,189.148576034419,186.7581,17.75648,84.76392,84.56879,50.84512,4.825727
0.5599998,S,0.5599998,0.1665836,3.790238,0.6052481,0.525184,469.1781,38.90662,1.900143,1.711024,354.385993881219,352.7607,33.90164,192.685453233653,190.2857,18.0955,84.73816,84.56771,52.74797,5.004987
0.5699998,S,0.5699998,0.1696996,3.6991,0.6029474,0.5127721,469.4449,38.88499,1.96426,1.732453,354.769320111403,353.1275,34.09163,196.226533231251,193.817,18.43642,84.71095,84.56621,54.68615,5.187647
0.5799997,S,0.5799997,0.1728194,3.609175,0.6007242,0.5005326,469.7116,38.86335,2.029489,1.752655,355.152395090935,353.4929,34.29276,199.771717136241,197.3519,18.77935,84.68227,84.56429,56.65966,5.373726
0.5899997,S,0.5899997,0.1759428,3.520347,0.5985743,0.4884501,469.9784,38.84169,2.09583,1.771557,355.535147310172,353.8568,34.50516,203.321103780503,200.8905,19.1244,84.65211,84.56194,58.66857,5.563245
0.5999997,S,0.5999997,0.17907,3.432519,0.596494,0.4765093,470.2453,38.82002,2.163289,1.789078,355.91770754534,354.2193,34.72898,206.874597192429,204.4327,19.47169,84.62049,84.55914,60.71289,5.756225
0.6099997,S,0.6099997,0.1822009,3.345582,0.5944797,0.4646975,470.5122,38.79834,2.231864,1.805141,356.299906404248,354.5802,34.96434,210.43219876971,207.9785,19.82133,84.58738,84.55589,62.79268,5.95269
0.6199997,S,0.6199997,0.1853355,3.259462,0.5925282,0.4530002,470.7791,38.77665,2.301562,1.819661,356.681785741592,354.9395,35.21147,213.99391256893,211.5279,20.17344,84.55278,84.55218,64.90796,6.152664
0.6299997,S,0.6299997,0.1884738,3.17407,0.5906369,0.4414077,471.0461,38.75494,2.372382,1.83256,357.063468676719,355.2973,35.4704,217.559742050109,215.0809,20.52814,84.5167,84.54799,67.05877,6.356172
0.6399997,S,0.6399997,0.1916158,3.089339,0.5888032,0.4299084,471.3132,38.73323,2.444331,1.843752,357.444892477552,355.6535,35.74128,221.129594058976,218.6374,20.88555,84.47913,84.54332,69.24514,6.563241
0.6499997,S,0.6499997,0.1947613,3.005194,0.587025,0.4184934,471.5803,38.7115,2.517412,1.853158,357.825990909163,356.008,36.02421,224.703572506642,222.1975,21.24579,84.44006,84.53817,71.46712,6.773897
0.6599997,S,0.6599997,0.1979106,2.921574,0.5853001,0.4071527,471.8475,38.68975,2.591631,1.860689,358.206800682952,356.3608,36.31931,228.281584039207,225.7611,21.60898,84.39951,84.53252,73.72473,6.988171
0.6699997,S,0.6699997,0.2010635,2.838432,0.5836268,0.3958784,472.1147,38.668,2.666992,1.866259,358.587355918144,356.7119,36.62666,231.863636591282,229.3282,21.97525,84.35749,84.52637,76.01801,7.206092
0.6799996,S,0.6799996,0.2042201,2.755716,0.5820035,0.3846643,472.382,38.64623,2.743502,1.869789,358.967686989308,357.0613,36.94629,235.449735139299,232.8988,22.34471,84.314,84.51972,78.347,7.427692
0.6899996,S,0.6899996,0.2073803,2.67338,0.5804288,0.3735034,472.6493,38.62445,2.821169,1.871195,359.347625571407,357.4088,37.27822,239.039888451742,236.4729,22.71749,84.26904,84.51255,80.71173,7.653003
0.6999996,S,0.6999996,0.2105441,2.591385,0.5789016,0.3623898,472.9167,38.60266,2.899999,1.870388,359.727311360637,357.7545,37.62255,242.634006455414,240.0504,23.09372,84.22263,84.50485,83.11224,7.882059
0.7099996,S,0.7099996,0.2137114,2.509696,0.5774207,0.3513183,473.1841,38.58086,2.980001,1.867288,360.106778706866,358.0984,37.97931,246.232194530556,243.6314,23.47351,84.17478,84.49663,85.54855,8.114895
0.7199996,S,0.7199996,0.2168825,2.428293,0.5759849,0.3402844,473.4516,38.55904,3.061184,1.861809,360.485956365198,358.4404,38.34846,249.834363065689,247.2158,23.85699,84.12552,84.48787,88.02071,8.351547
0.7299996,S,0.7299996,0.2200571,2.347147,0.5745938,0.3292853,473.7191,38.53721,3.143557,1.853875,360.864774154754,358.7804,38.72996,253.440522000773,250.8036,24.24429,84.07486,84.47858,90.52875,8.592053
0.7399996,S,0.7399996,0.2232354,2.266237,0.5732465,0.3183176,473.9867,38.51537,3.22713,1.843406,361.243367182904,359.1185,39.12382,257.050680795,254.3948,24.63553,84.02282,84.46873,93.07269,8.836452
0.7499996,S,0.7499996,0.2264172,2.185548,0.5719425,0.3073784,474.2543,38.49352,3.311914,1.830321,361.621665252458,359.4546,39.52998,260.664749188356,257.9893,25.03083,83.96942,84.45835,95.65259,9.084785
0.7599996,S,0.7599996,0.2296026,2.105074,0.570681,0.2964658,474.522,38.47165,3.39792,1.814544,361.999701808189,359.7887,39.94841,264.28283738105,261.5872,25.43032,83.9147,84.44741,98.26846,9.33709
0.7699996,S,0.7699996,0.2327915,2.024808,0.5694617,0.285579,474.7898,38.44978,3.485161,1.796006,362.377497926295,360.1208,40.37896,267.904854695764,265.1884,25.83411,83.85868,84.43592,100.9203,9.593412
0.7799996,S,0.7799996,0.235984,1.944742,0.5682843,0.2747174,475.0576,38.42789,3.573653,1.774639,362.754880912167,360.4507,40.82152,271.530811398222,268.7929,26.24232,83.80138,84.42387,103.6083,9.853794
0.7899995,S,0.7899995,0.2391802,1.864889,0.5671483,0.2638799,475.3254,38.40598,3.663404,1.750367,363.132078442486,360.7786,41.276,275.160719971369,272.4007,26.65508,83.74287,84.41126,106.3323,10.11828
0.7999995,S,0.7999995,0.2423798,1.785252,0.5660535,0.2530684,475.5933,38.38407,3.754432,1.723139,363.508906451606,361.1043,41.74218,278.794490172852,276.0117,27.0725,83.68315,84.39809,109.0924,10.38692
0.8099995,S,0.8099995,0.2455829,1.705831,0.5649996,0.2422833,475.8613,38.36214,3.84675,1.692893,363.885487068141,361.4279,42.21991,282.432232514432,279.626,27.4947,83.62227,84.38435,111.8887,10.65975
0.8199995,S,0.8199995,0.2487897,1.626648,0.5639864,0.2315249,476.1293,38.3402,3.940376,1.659566,364.261842146417,361.7494,42.70903,286.073858219024,283.2435,27.92179,83.56028,84.37004,114.7211,10.93684
0.8299995,S,0.8299995,0.2519999,1.547723,0.5630602,0.2207951,476.3973,38.31825,4.035656,1.623108,364.637579933744,362.0684,43.20924,289.719377839077,286.8642,28.35388,83.49722,84.35517,117.5897,11.21822
0.8399995,S,0.8399995,0.2552137,1.469078,0.5622026,0.210097,476.6654,38.29628,4.132503,1.583481,365.012711430293,362.3849,43.72029,293.368702971548,290.488,28.79108,83.43315,84.33974,120.4946,11.50394
0.8499995,S,0.8499995,0.2584309,1.390733,0.5613852,0.1994349,476.9336,38.27431,4.230729,1.540653,365.387540169903,362.6992,44.24189,297.021943571187,294.115,29.2335,83.36811,84.32374,123.4358,11.79406
0.8599995,S,0.8599995,0.2616516,1.312717,0.5606077,0.1888114,477.2018,38.25232,4.330359,1.49459,365.762075943712,363.0113,44.77379,300.679011085946,297.7451,29.68124,83.30215,84.30717,126.4132,12.08864
0.8699995,S,0.8699995,0.2648759,1.235065,0.5598698,0.1782306,477.4701,38.23032,4.431407,1.445269,366.136315595776,363.3212,45.31564,304.339915511386,301.3783,30.1344,83.23534,84.29005,129.427,12.38772
0.8799995,S,0.8799995,0.2681035,1.157808,0.5591714,0.1676976,477.7384,38.2083,4.533894,1.392676,366.510146807862,363.6288,45.86702,308.004666378004,305.0146,30.59307,83.16772,84.27237,132.4771,12.69135
0.8899994,S,0.8899994,0.2713347,1.080982,0.5585121,0.1572164,478.0067,38.18628,4.637837,1.336795,366.883666711878,363.9342,46.42761,311.673174515092,308.6539,31.05734,83.09937,84.25414,135.5637,12.99961
0.8999994,S,0.8999994,0.2745694,1.004632,0.5578918,0.1467921,478.2751,38.16424,4.743253,1.277626,367.256659562438,364.2372,46.99698,315.345549665939,312.2963,31.52731,83.03036,84.23534,138.6866,13.31253
0.9099994,S,0.9099994,0.2778074,0.9288026,0.55731,0.136431,478.5436,38.14219,4.850164,1.215177,367.62940106677,364.5381,47.57468,319.021702246407,315.9417,32.00306,82.96073,84.216,141.846,13.63018
0.9199994,S,0.9199994,0.281049,0.8535381,0.5567662,0.1261391,478.8122,38.12012,4.958585,1.149467,368.001864558412,364.8369,48.16024,322.701640175435,319.5901,32.48466,82.89058,84.19612,145.0419,13.95262
0.9299994,S,0.9299994,0.2842939,0.7788906,0.5562602,0.1159227,479.0807,38.09805,5.068534,1.080517,368.373817514875,365.1334,48.75315,326.385273450323,323.2414,32.97219,82.81997,84.1757,148.2744,14.2799
0.9399994,S,0.9399994,0.2875423,0.7049104,0.5557913,0.1057889,479.3494,38.07596,5.18003,1.008367,368.745318213705,365.4277,49.35287,330.07270992774,326.8957,33.46572,82.74898,84.15475,151.5433,14.61209
0.9499994,S,0.9499994,0.2907941,0.6316568,0.5553589,0.09574456,479.6181,38.05386,5.293086,0.933058,369.116421943686,365.7199,49.95886,333.763857591335,330.5529,33.96531,82.67768,84.13327,154.8488,14.94925
0.9599994,S,0.9599994,0.2940492,0.5591882,0.5549626,0.08579791,479.8868,38.03175,5.407726,0.8546539,369.487270397371,366.0102,50.57051,337.458724824548,334.213,34.47102,82.60617,84.11129,158.191,15.29143
0.9699994,S,0.9699994,0.2973078,0.4875549,0.5546016,0.07595701,480.1556,38.00962,5.523959,0.7732238,369.857499493732,366.2983,51.18716,341.157316617297,337.876,34.98289,82.53452,84.0888,161.5697,15.6387
0.9799994,S,0.9799994,0.3005697,0.4168301,0.554275,0.06622875,480.4245,37.98749,5.641803,0.6888335,370.227351021609,366.5845,51.80826,344.859540271126,341.5418,35.50097,82.46281,84.0658,164.9851,15.99112
0.9899994,S,0.9899994,0.303835,0.3470705,0.5539821,0.05662315,480.6934,37.96534,5.76127,0.6015903,370.596636146811,366.8687,52.43304,348.565501449828,345.2105,36.0253,82.39114,84.04232,168.4372,16.34875
0.9999993,S,0.9999993,0.3071037,0.2783425,0.5537219,0.04714803,480.9623,37.94318,5.882377,0.5115874,370.965575930408,367.1512,53.06086,352.275105379101,348.882,36.55591,82.3196,84.01837,171.9261,16.71165
1.009999,S,1.009999,0.3103757,0.2107156,0.5534936,0.03781249,481.2313,37.921,6.005135,0.4189412,371.333979886853,367.4319,53.691,355.988356061518,352.5563,37.09282,82.24827,83.99394,175.4516,17.0799
1.019999,S,1.019999,0.3136509,0.1442555,0.5532957,0.02862604,481.5004,37.89882,6.129546,0.3237832,371.701935342782,367.711,54.32264,359.705257227274,356.2334,37.63605,82.17725,83.96908,179.0139,17.45354
1.029999,S,1.029999,0.3169296,0.07903,0.5531274,0.01959768,481.7695,37.87662,6.25563,0.2262499,372.069243895898,367.9884,54.95507,363.425809677445,359.9133,38.1856,82.10664,83.94376,182.6131,17.83265
1.039999,S,1.039999,0.3202116,0.01511936,0.5529875,0.01073671,482.0387,37.8544,6.38339,0.1264919,372.436180816594,368.2645,55.58747,367.149916466131,363.5959,38.74147,82.03652,83.91803,186.249,18.21729
1.049999,S,1.049999,0.3234968,-0.04741545,0.5528745,0.002054086,482.3079,37.83218,6.512831,0.02469087,372.802413742577,368.5391,56.21896,370.877678402493,367.2813,39.30366,81.967,83.89188,189.9218,18.60751
1.059999,S,1.059999,0.3267854,-0.1084951,0.5527872,-0.00644184,482.5772,37.80994,6.643964,-0.07899038,373.168114487006,368.8125,56.84876,374.608995254851,370.9694,39.87215,81.89819,83.86535,193.6315,19.00339
1.069999,S,1.069999,0.3300772,-0.1680451,0.5527242,-0.01474024,482.8465,37.7877,6.776782,-0.1843472,373.533133405876,369.0847,57.47596,378.343865476564,374.6602,40.44691,81.83016,83.83842,197.3781,19.40499
1.079999,S,1.079999,0.3333723,-0.2259984,0.5526839,-0.02283092,483.1159,37.76543,6.911293,-0.29117,373.897610187775,369.356,58.09964,382.082385649437,378.3538,41.02791,81.76303,83.81115,201.1617,19.81236
1.089999,S,1.089999,0.3366707,-0.2822751,0.5526648,-0.03070476,483.3853,37.74316,7.047495,-0.399249,374.261490694639,369.6265,58.71894,385.824354365946,382.05,41.6151,81.69691,83.78352,204.9822,20.22558
1.099999,S,1.099999,0.3399723,-0.3368122,0.5526652,-0.03835083,483.6548,37.72087,7.185376,-0.5083395,374.624602747214,369.8962,59.33291,389.569964314962,385.749,42.20843,81.63187,83.75557,208.8396,20.6447
1.109999,S,1.109999,0.3432772,-0.3895327,0.5526838,-0.04576054,483.9243,37.69858,7.324951,-0.6182132,374.986971038844,370.1653,59.94063,393.319110689207,389.4507,42.80784,81.56802,83.72731,212.7341,21.06978
1.119999,S,1.119999,0.3465854,-0.4403665,0.5527188,-0.05292341,483.5569,37.67627,7.466204,-0.7285838,374.804791466118,369.896,60.4614,397.066327219073,393.1497,43.41245,81.50548,83.69881,216.6656,21.50088
1.129999,S,1.129999,0.349892,-0.4892465,0.5527683,-0.05982992,483.1186,37.65396,7.608912,-0.8391716,374.560649113061,369.5661,60.96374,400.81089966305,396.8453,44.02209,81.44433,83.67006,220.6341,21.93805
1.139999,S,1.139999,0.3531964,-0.5361108,0.5528311,-0.06647088,482.6805,37.63167,7.753044,-0.9496924,374.314989953717,369.2356,61.45554,404.55301294371,400.5377,44.63665,81.38467,83.64109,224.6395,22.38134
1.149999,S,1.149999,0.3564987,-0.5808852,0.5529051,-0.07283789,482.2424,37.60941,7.898581,-1.059858,374.067617033214,368.9045,61.93587,408.292455408288,404.2267,45.25601,81.3266,83.61194,228.6817,22.83081
1.159999,S,1.159999,0.3597989,-0.6235106,0.5529886,-0.07892087,481.8044,37.58716,8.045499,-1.169344,373.818519593582,368.573,62.40376,412.029312956446,407.9124,45.88005,81.27021,83.58262,232.7609,23.28649
1.169999,S,1.169999,0.3630969,-0.663924,0.5530803,-0.08471175,481.3663,37.56493,8.193778,-1.277839,373.567694215849,368.2413,62.85831,415.763567603382,411.5948,46.50863,81.21559,83.55315,236.8768,23.74843
1.179999,S,1.179999,0.3663927,-0.7020673,0.553178,-0.09020204,480.9284,37.54273,8.343397,-1.385018,373.315228883112,367.9097,63.2986,419.495203452261,415.2739,47.14161,81.16284,83.52355,241.0296,24.21668
1.189999,S,1.189999,0.3696864,-0.7378804,0.5532803,-0.09538382,480.4904,37.52054,8.494331,-1.490547,373.060917485104,367.5782,63.72374,423.224203455532,418.9497,47.77885,81.11205,83.49385,245.2191,24.69128
1.199999,S,1.199999,0.3729779,-0.7713065,0.5533856,-0.1002488,480.0526,37.49838,8.646558,-1.594075,372.804837966991,367.2471,64.13279,426.950546142475,422.6222,48.42018,81.06329,83.46407,249.4453,25.17228
1.209999,S,1.209999,0.3762672,-0.8023027,0.5534922,-0.1047895,479.6148,37.47623,8.800046,-1.695251,372.546977177479,366.9166,64.52487,430.674209909697,426.2914,49.06543,81.01665,83.43424,253.7082,25.65971
1.219999,S,1.219999,0.3795543,-0.8308166,0.5535987,-0.109,479.1771,37.45411,8.954775,-1.793735,372.287236951384,366.5868,64.89919,434.395172465799,429.9573,49.71442,80.97222,83.40438,258.0078,26.1536
1.229999,S,1.229999,0.3828391,-0.8568043,0.5537037,-0.1128732,478.7394,37.43201,9.110708,-1.889159,372.025595162262,366.2579,65.25484,438.113410270863,433.6199,50.36697,80.93006,83.37452,262.344,26.65401
1.239999,S,1.239999,0.3861216,-0.8802222,0.5538059,-0.1164031,478.3018,37.40993,9.267824,-1.981161,371.76214597062,365.9302,65.59102,441.828897424371,437.2792,51.02288,80.89024,83.34467,266.7168,27.16096
1.249999,S,1.249999,0.3894019,-0.9010465,0.5539039,-0.1195839,477.8641,37.38787,9.426091,-2.06937,371.496682248038,365.6037,65.9069,445.541607276377,440.9352,51.68195,80.85284,83.31487,271.1261,27.67448
1.259999,S,1.259999,0.3926799,-0.919241,0.5539969,-0.1224122,477.4266,37.36583,9.585488,-2.153448,371.229325744984,365.2787,66.20184,449.251611376264,444.588,52.34397,80.8179,83.28514,275.572,28.19461
1.269999,S,1.269999,0.3959557,-0.9347828,0.5540835,-0.1248832,476.9891,37.34381,9.74599,-2.233023,370.95997529463,364.9553,66.47505,452.958879326768,448.2376,53.00872,80.78549,83.25551,280.0544,28.72138
1.279999,S,1.279999,0.3992291,-0.9476522,0.5541631,-0.126994,476.5518,37.32182,9.907566,-2.307741,370.688752411257,364.6338,66.72588,456.663282624842,451.8839,53.67598,80.75565,83.22599,284.5732,29.2548
